관광지명(소재지역),위도,경도,주소
가회민화박물관,37.58150962,126.985228,서울 종로구 가회동 28
경복궁,37.57761329,126.9768979,서울 종로구 세종로 1-1
경찰박물관,37.57205847,126.9621962,서울 종로구 행촌동 211-1
경희궁,37.57078815,126.9686491,서울 종로구 신문로2가 2-1
광장시장,37.57003367,126.9989416,서울 종로구 예지동 2-1
광화문,37.57596446,126.9768531,서울 종로구 세종로 1-1
구공업전습소본관,37.57853543,127.0026864,서울 종로구 동숭동 169-1
국립고궁박물관,37.57656321,126.9748345,서울 종로구 세종로 1-57
국립어린이과학관,37.58193578,126.9970338,서울 종로구 와룡동 2-70
국립현대미술관(서울관),37.57862749,126.980098,서울 종로구 소격동 165-10
그라운드시소서촌,37.57783859,126.9729163,서울 종로구 통의동 35-17
금선사(서울),37.62035934,126.9535813,서울 종로구 구기동 196-2
김달진미술자료박물관,37.60004501,126.9566605,서울 종로구 홍지동 44
낙산공원,37.58056967,127.0075218,서울 종로구 동숭동 산 2-10
낙원동아구찜거리,37.57339379,126.9881185,서울 종로구 낙원동
대각사,37.57372208,126.9920578,서울 종로구 봉익동 2
대한민국역사박물관,37.57398697,126.9778578,서울 종로구 세종로 82-1
돈의문박물관마을,37.56880593,126.9685367,서울 종로구 신문로2가 7-22
동대문문구완구거리,37.57123112,127.0144485,서울 종로구 창신동 390-29
동림매듭박물관,37.5818088,126.9856355,서울 종로구 가회동 11-7
동십자각,37.5761136,126.9794058,서울 종로구 세종로 1-58
딜쿠샤,37.57303104,126.9634681,서울 종로구 행촌동 1-89
떡박물관,37.57490769,126.9906494,서울 종로구 와룡동 164-2
마로니에공원,37.58028876,127.0028257,서울 종로구 동숭동 1-124
목인박물관목석원,37.58901012,126.9633199,서울 종로구 부암동 338-42
묘각사(서울),37.60241309,126.9690027,서울 종로구 평창동 254-15
무궁화동산(서울),37.58422111,126.9724068,서울 종로구 궁정동 17-3
백사실계곡,37.60071824,126.9654386,서울 종로구 부암동 115
보신각터,37.56976765,126.9836456,서울 종로구 관철동 45-5
보안1942,37.57910825,126.9736268,서울 종로구 통의동 2-1
북악산,37.59299979,126.9737306,서울 종로구 삼청동 산 2-27
북악스카이팔각정,37.60159027,126.9806581,서울 종로구 평창동 산 6-17
북촌생활사박물관,37.584479,126.9830038,서울 종로구 삼청동 35-177
북촌한옥마을,37.58176815,126.9848125,서울 종로구 가회동 30-2
사직공원(서울),37.57583694,126.9672342,서울 종로구 사직동 1-28
산마루놀이터,37.57557414,127.0124026,서울 종로구 창신동 23-350
삼성출판박물관,37.60870908,126.9570858,서울 종로구 구기동 126-4
삼청공원,37.58958232,126.9836865,서울 종로구 삼청동 산 2-1
서울경교장,37.56836251,126.9680524,서울 종로구 평동 108-1
서울공예박물관,37.57663679,126.9832909,서울 종로구 안국동 175-112
서울관상감관천대,37.57777622,126.9880091,서울 종로구 계동 140-2
서울교육박물관,37.57980828,126.9832766,서울 종로구 화동 2
서울동관왕묘,37.57312628,127.0182569,서울 종로구 숭인동 238-1
서울동대문닭한마리골목,37.57029483,127.0056145,서울 종로구 종로5가 247-3
서울문묘와성균관,37.58586767,126.9955482,서울 종로구 명륜3가 53
서울역사박물관,37.57050032,126.9705464,서울 종로구 신문로2가 2-1
서울우리소리박물관,37.57714207,126.989619,서울 종로구 와룡동 5-9
서울우정총국,37.57441304,126.9826224,서울 종로구 견지동 39-7
서울운현궁,37.57622641,126.9870856,서울 종로구 운니동 114-10
서울조계사,37.57395882,126.9818561,서울 종로구 수송동 44
서촌마을,37.57872882,126.9731107,서울 종로구 통의동
석파정,37.59494258,126.961529,서울 종로구 부암동 산 16-1
세종로공원,37.57367664,126.9758927,서울 종로구 세종로 80-1
소림사(서울),37.60146927,126.9585972,서울 종로구 홍지동 80-1
수애뇨339,37.61252435,126.9787253,서울 종로구 평창동 432-8
숭인근린공원,37.57715557,127.0179998,서울 종로구 숭인동 58-70
쉼박물관,37.59946801,126.9556688,서울 종로구 홍지동 36-20
승가사(서울),37.62662916,126.9605917,서울 종로구 구기동 산 1
