관광지명(소재지역),위도,경도,주소
초전항,36.38137995,126.397758,충남 보령시 오천면 원산도리
호도,36.29674,126.2610958,충남 보령시 오천면 녹도리
홍성방조제,36.51315201,126.4835286,충남 보령시 천북면 장은리 1065
화암서원(보령),36.39439416,126.6273062,충남 보령시 청라면 장산리 산 27-1
회변항,36.4327953,126.5006557,충남 보령시 천북면 학성리
효자도,36.38349222,126.4446131,충남 보령시 오천면 효자도리
간곡서원,36.18247077,126.9086704,충남 부여군 임천면 구교리 114
구드래나루터선착장,36.28992513,126.907548,충남 부여군 부여읍 구교리 420
구드래조각공원,36.28741586,126.9070878,충남 부여군 부여읍 구교리 17-4
국립부여박물관,36.2763832,126.9191034,충남 부여군 부여읍 동남리 산 18-2
나래공원,36.26015748,126.9036394,충남 부여군 부여읍 군수리 518-13
낙화암,36.29236541,126.9122562,충남 부여군 부여읍 쌍북리 678-2
대조사(부여),36.1908348,126.9006782,충남 부여군 임천면 구교리 761
동곡서원,36.17913509,126.9280342,충남 부여군 세도면 동사리 613-1
만수산자연휴양림,36.33841701,126.7098901,충남 부여군 외산면 삼산리 산 40
무량사(부여),36.31719812,126.6930537,충남 부여군 외산면 만수리 116
무진암(부여),36.31414724,126.6929075,충남 부여군 외산면 만수리 124
미암사,36.27969996,126.7678873,충남 부여군 내산면 저동리 21-5
백마강레저파크,36.30112735,126.9154461,충남 부여군 규암면 호암리 271
백제문화단지,36.30631527,126.9066735,충남 부여군 규암면 합정리 530
백제보(금강문화관),36.3171295,126.9404953,충남 부여군 부여읍 정동리 168-1
부여가림성,36.19769029,126.8996377,충남 부여군 임천면 군사리 산 1-1
부여송국리유적,36.26422603,127.030963,충남 부여군 초촌면 송국리 162
부여시장(야시장),36.2814936,126.9075579,충남 부여군 부여읍 구아리 428
부여정림사지,36.2798289,126.9132987,충남 부여군 부여읍 동남리 364
부여향교,36.28040695,126.9151012,충남 부여군 부여읍 동남리 445-1
사비도성가상체험관,36.28540291,126.912264,충남 부여군 부여읍 관북리 28-4
