관광지명(소재지역),위도,경도,주소
제주해양동물박물관,33.42945929,126.8551365,제주특별자치도 서귀포시 성산읍 수산리 3233
제주허브동산,33.33039389,126.8151851,제주특별자치도 서귀포시 표선면 표선리 2608
제지기오름,33.24162746,126.6094753,제주특별자치도 서귀포시 보목동 275-1
조랑말체험공원,33.38309728,126.7362849,제주특별자치도 서귀포시 표선면 가시리 3149-33
조안베어뮤지엄,33.24016012,126.4347725,제주특별자치도 서귀포시 대포동 1959
중문·색달해변,33.24503815,126.4114987,제주특별자치도 서귀포시 색달동 3039
중문관광단지,33.24583526,126.4207342,제주특별자치도 서귀포시 중문동 2624-1
중문미로파크,33.26344889,126.3824238,제주특별자치도 서귀포시 상예동 3600
천제연폭포,33.25267658,126.4183754,제주특별자치도 서귀포시 중문동 2232
천지연폭포(제주도국가지질공원),33.24721232,126.5545223,제주특별자치도 서귀포시 서홍동 2565
초콜릿박물관,33.25705855,126.2299404,제주특별자치도 서귀포시 대정읍 일과리 551-18
최남단체험감귤농장,33.28991606,126.6937557,제주특별자치도 서귀포시 남원읍 남원리 2019
카멜리아힐,33.29033657,126.3681901,제주특별자치도 서귀포시 안덕면 상창리 271
켄싱턴리조트서귀포,33.23377523,126.4890656,제주특별자치도 서귀포시 강정동 2677
테디베어뮤지엄제주,33.25029595,126.4121631,제주특별자치도 서귀포시 색달동 2889
토이파크,33.31895724,126.345365,제주특별자치도 서귀포시 안덕면 동광리 383
파더스가든,33.27994208,126.3657532,제주특별자치도 서귀포시 안덕면 상창리 804
퍼시픽리솜,33.24388702,126.4155645,제주특별자치도 서귀포시 색달동 2950-17
표선해비치해변,33.32751092,126.8374248,제주특별자치도 서귀포시 표선면 표선리
피규어뮤지엄제주,33.28190641,126.3553565,제주특별자치도 서귀포시 안덕면 상창리 1875-8
한국야구명예전당,33.26055208,126.4984484,제주특별자치도 서귀포시 강정동 1479-1
헬로키티아일랜드,33.28995334,126.3520703,제주특별자치도 서귀포시 안덕면 상창리 1963-2
혼인지,33.41519517,126.8937741,제주특별자치도 서귀포시 성산읍 온평리 1693
화순곶자왈(생태탐방숲길),33.26404269,126.3319518,제주특별자치도 서귀포시 안덕면 화순리
화순금모래해변,33.24003243,126.3335893,제주특별자치도 서귀포시 안덕면 화순리 833-2
황우지해안,33.24146718,126.5505278,제주특별자치도 서귀포시 서홍동
황우지해안열두굴,33.24191856,126.5506843,제주특별자치도 서귀포시 서홍동 764-1
휴애리자연생활공원,33.30941046,126.6354098,제주특별자치도 서귀포시 남원읍 신례리 2081
9.81파크,33.39018569,126.3665766,제주특별자치도 제주시 애월읍 어음리 3916
가마오름,33.30554955,126.2470142,제주특별자치도 제주시 한경면 청수리 1202-1
가새기오름,33.48910023,126.5038782,제주특별자치도 제주시 오라삼동 2845
개오리오름,33.42663921,126.6127004,제주특별자치도 제주시 봉개동 산 78-1
거문오름(세계자연유산),33.45688437,126.7147213,제주특별자치도 제주시 조천읍 선흘리 478
거미오름,33.44894445,126.8036721,제주특별자치도 제주시 구좌읍 종달리 산 70
검멀레해변,33.49717101,126.9669025,제주특별자치도 제주시 우도면 연평리
곽지과물해변,33.4506404,126.3046776,제주특별자치도 제주시 애월읍 곽지리 1565
관덕정(제주),33.51334915,126.5214571,제주특별자치도 제주시 삼도이동 983-1
관음사(제주),33.42374026,126.5581237,제주특별자치도 제주시 아라일동 387
구엄리돌염전,33.48341383,126.3765205,제주특별자치도 제주시 애월읍 구엄리
구엄포구,33.4843983,126.3765091,제주특별자치도 제주시 애월읍 구엄리
국립제주박물관,33.51359629,126.5488761,제주특별자치도 제주시 건입동 261
궷물오름,33.39695302,126.4059387,제주특별자치도 제주시 애월읍 유수암리 산 136-6
그리스신화박물관,33.34861302,126.3571353,제주특별자치도 제주시 한림읍 금악리 산 30-12
금능석물원,33.38486334,126.2268425,제주특별자치도 제주시 한림읍 금능리 1245
금능으뜸원해변,33.39044882,126.2358899,제주특별자치도 제주시 한림읍 금능리 2026
금룡사(제주),33.55381741,126.7534833,제주특별자치도 제주시 구좌읍 김녕리 1145-49
금오름,33.35457233,126.3058389,제주특별자치도 제주시 한림읍 금악리 산 1-1
김녕미로공원,33.53653188,126.7722353,제주특별자치도 제주시 구좌읍 김녕리 산 16
김녕성세기해변(김녕해수욕장),33.55743886,126.759314,제주특별자치도 제주시 구좌읍 김녕리 497-4
김만덕기념관,33.51577734,126.5302267,제주특별자치도 제주시 건입동 1164
김창열미술관,33.33907685,126.268662,제주특별자치도 제주시 한림읍 월림리 115-23
김택화미술관,33.5437515,126.6531719,제주특별자치도 제주시 조천읍 신흥리 227-5
넥슨컴퓨터박물관,33.47176037,126.4849881,제주특별자치도 제주시 노형동 86
높은오름,33.45641147,126.793069,제주특별자치도 제주시 구좌읍 송당리 산 213-1
느지리오름(망오름),33.3656719,126.2608559,제주특별자치도 제주시 한림읍 상명리 산 5
다랑쉬오름(월랑봉),33.47768586,126.8215359,제주특별자치도 제주시 구좌읍 세화리 산 6
당산봉,33.30774396,126.1729781,제주특별자치도 제주시 한경면 용수리 산 28
더마파크,33.35553938,126.2415045,제주특별자치도 제주시 한림읍 월림리 산 8
도두봉,33.50790711,126.4683721,제주특별자치도 제주시 도두일동 산 2
도두항,33.50739799,126.46655,제주특별자치도 제주시 도두일동 2605-8
도시해녀,33.48424619,126.4025524,제주특별자치도 제주시 애월읍 하귀2리 1670-1
도치돌알파카목장,33.40972601,126.366753,제주특별자치도 제주시 애월읍 납읍리 98-1
동문재래시장,33.51278396,126.5283034,제주특별자치도 제주시 일도일동 1148-2
동백동산,33.5164508,126.7160285,제주특별자치도 제주시 조천읍 선흘리 산 12
렛츠런파크제주,33.40824823,126.3980766,제주특별자치도 제주시 애월읍 유수암리 1206
로봇스퀘어,33.54034036,126.8308281,제주특별자치도 제주시 구좌읍 한동리 1294-2
만장굴(제주도국가지질공원),33.5283776,126.7716162,제주특별자치도 제주시 구좌읍 월정리 산 41-15
메이즈랜드,33.48825545,126.8008719,제주특별자치도 제주시 구좌읍 평대리 3322
명월대,33.38901265,126.2662279,제주특별자치도 제주시 한림읍 명월리 2223
명월성지,33.39943663,126.2628468,제주특별자치도 제주시 한림읍 명월리 2237
모충사,33.51606702,126.5460174,제주특별자치도 제주시 건입동 426
무수천,33.46105275,126.4476441,제주특별자치도 제주시 애월읍 광령리
문도지오름,33.32625021,126.2946137,제주특별자치도 제주시 한림읍 금악리 3445
바늘오름,33.45377197,126.6538027,제주특별자치도 제주시 조천읍 교래리 산 108
바리메오름,33.37713081,126.3880198,제주특별자치도 제주시 애월읍 어음리 산 21
방림원,33.33714664,126.2685278,제주특별자치도 제주시 한경면 저지리 2120-91
백제사,33.44885763,126.4242237,제주특별자치도 제주시 애월읍 광령리 4121
별도봉(베리오름),33.51919693,126.5530923,제주특별자치도 제주시 화북일동 4472
별방진,33.52677198,126.8828987,제주특별자치도 제주시 구좌읍 하도리 3354
보덕사(제주),33.49174563,126.5324312,제주특별자치도 제주시 도남동 80-2
보림사(제주),33.5175714,126.5461602,제주특별자치도 제주시 건입동 388
북촌돌하르방공원,33.53866498,126.6885469,제주특별자치도 제주시 조천읍 북촌리 976
브릭캠퍼스제주,33.45854604,126.48529,제주특별자치도 제주시 노형동 244-1
비밀의숲,33.45361548,126.7549299,제주특별자치도 제주시 구좌읍 송당리 2173
비양도,33.41027771,126.2273484,제주특별자치도 제주시 한림읍 협재리
비자림,33.49040837,126.8099875,제주특별자치도 제주시 구좌읍 평대리 3161-1
비체올린,33.34947521,126.2185247,제주특별자치도 제주시 한경면 판포리 725-1
사라봉공원,33.51728425,126.545546,제주특별자치도 제주시 건입동 387-1
사수항,33.50972326,126.4786372,제주특별자치도 제주시 도두이동 836-7
산굼부리,33.43257409,126.693832,제주특별자치도 제주시 조천읍 교래리 166-2
산지등대,33.52142459,126.5456105,제주특별자치도 제주시 건입동 340-2
산천단곰솔,33.44740877,126.5529876,제주특별자치도 제주시 아라일동 375-1
삼다수숲길,33.42158523,126.6665392,제주특별자치도 제주시 조천읍 교래리 산 70-1
삼양검은모래해변,33.52586702,126.5855373,제주특별자치도 제주시 삼양이동 1960-4
삼양해안도로,33.51711282,126.5333883,제주특별자치도 제주시 건입동 940-1
새별오름,33.36627759,126.3577307,제주특별자치도 제주시 애월읍 봉성리 산 59-8
생각하는정원,33.32606852,126.2549979,제주특별자치도 제주시 한경면 저지리 1529-7
서문공설시장,33.51136992,126.5179076,제주특별자치도 제주시 용담일동 135-9
서우봉,33.54584155,126.6775859,제주특별자치도 제주시 조천읍 함덕리 169-3
서프라이즈테마파크,33.46516535,126.6595954,제주특별자치도 제주시 조천읍 와흘리 2988
선녀와나무꾼테마공원,33.47879294,126.7037786,제주특별자치도 제주시 조천읍 선흘리 1997
선운정사,33.42936508,126.3071527,제주특별자치도 제주시 애월읍 봉성리 3608
성김대건신부표착기념관,33.32287445,126.167705,제주특별자치도 제주시 한경면 용수리 4266
성불오름,33.422125,126.7499887,제주특별자치도 제주시 구좌읍 송당리 산 266
성이시돌목장,33.34776988,126.3273211,제주특별자치도 제주시 한림읍 금악리 142
세미양오름,33.43911118,126.5622968,제주특별자치도 제주시 아라일동 산 24-2
세화해변,33.52514366,126.8602562,제주특별자치도 제주시 구좌읍 세화리 1-1
손지오름,33.45528596,126.8194166,제주특별자치도 제주시 구좌읍 종달리 산 52
송당승마장,33.43596746,126.7377726,제주특별자치도 제주시 구좌읍 송당리 산 126
쇠머리오름(우도봉),33.50000038,126.9674202,제주특별자치도 제주시 우도면 연평리 235
수목원테마파크(아이스뮤지엄),33.47077732,126.4883977,제주특별자치도 제주시 연동 1320
수월봉,33.29476974,126.1631086,제주특별자치도 제주시 한경면 고산리 3760
스누피가든,33.44335922,126.7796675,제주특별자치도 제주시 구좌읍 송당리 2303-1
신비의도로,33.45040276,126.4878893,제주특별자치도 제주시 노형동 291-16
신산공원,33.50701956,126.5331605,제주특별자치도 제주시 일도이동 830
싱계물공원,33.34351322,126.1738486,제주특별자치도 제주시 한경면 신창리 1322-1
아끈다랑쉬(아끈다랑쉬오름),33.4741391,126.830647,제주특별자치도 제주시 구좌읍 세화리 2593-2
아르떼뮤지엄제주,33.39670048,126.3450106,제주특별자치도 제주시 애월읍 어음리 1503
아부오름,33.44858418,126.777215,제주특별자치도 제주시 구좌읍 송당리 2263
아침미소목장,33.45475699,126.5860158,제주특별자치도 제주시 월평동 155
안돌오름,33.45783055,126.7558689,제주특별자치도 제주시 구좌읍 송당리 산 66-2
알작지해변,33.49592712,126.4397965,제주특별자치도 제주시 내도동 465-2
어승생,33.39652248,126.4892783,제주특별자치도 제주시 해안동 산 220-12
어승생승마장,33.4256641,126.490813,제주특별자치도 제주시 노형동 산 14-1
어영소공원,33.5183454,126.4875582,제주특별자치도 제주시 용담삼동 2396-2
엉알해안,33.29942092,126.1675155,제주특별자치도 제주시 한경면 고산리
에코랜드테마파크,33.45534851,126.6688528,제주특별자치도 제주시 조천읍 대흘리 1221-1
연대포구,33.4947441,126.426365,제주특별자치도 제주시 외도이동 1956-41
연북정,33.54008358,126.6361195,제주특별자치도 제주시 조천읍 조천리 2690
열안지오름(봉개동),33.47307477,126.6053526,제주특별자치도 제주시 봉개동 778-2
오현단,33.51028465,126.5254433,제주특별자치도 제주시 이도일동 1421-34
용눈이오름,33.45988024,126.832683,제주특별자치도 제주시 구좌읍 종달리 산 28
용두암,33.51611519,126.5119732,제주특별자치도 제주시 용담이동
우도등대,33.49309193,126.9660906,제주특별자치도 제주시 우도면 연평리 337
우도밤수지맨드라미책방,33.52071279,126.9484825,제주특별자치도 제주시 우도면 연평리 860
우도산호해변(서빈백사),33.50170706,126.9444344,제주특별자치도 제주시 우도면 연평리
우도천진항,33.49228954,126.9501866,제주특별자치도 제주시 우도면 연평리
월령선인장군락지,33.37799991,126.2156928,제주특별자치도 제주시 한림읍 월령리 359-3
월령포구,33.37856977,126.2162722,제주특별자치도 제주시 한림읍 월령리
월영사(제주),33.47781058,126.4136737,제주특별자치도 제주시 애월읍 상귀리 329
월정리해변(월정리해수욕장),33.55646939,126.7958051,제주특별자치도 제주시 구좌읍 월정리 33-3
월정사(제주),33.46673573,126.5101127,제주특별자치도 제주시 오라이동 656-2
이호테우해변,33.4973768,126.4526908,제주특별자치도 제주시 이호일동 1665-13
자구내포구,33.30931327,126.1653728,제주특별자치도 제주시 한경면 고산리 3616-15
저지예술인마을,33.33951819,126.2670568,제주특별자치도 제주시 한경면 저지리 2120-116
전농로,33.50402637,126.5251201,제주특별자치도 제주시 이도일동 1643-1
절부암,33.32369021,126.1671398,제주특별자치도 제주시 한경면 용수리 4241-5
정물오름,33.33835789,126.3296255,제주특별자치도 제주시 한림읍 금악리 산 52-1
제주4·3평화공원,33.45126835,126.6179268,제주특별자치도 제주시 봉개동 237-2
제주공룡랜드,33.44125472,126.4338709,제주특별자치도 제주시 애월읍 광령리 2677-1
제주교래자연휴양림,33.44160492,126.6646731,제주특별자치도 제주시 조천읍 교래리 산 95
제주교육박물관,33.49467315,126.5379723,제주특별자치도 제주시 이도이동 539-14
제주노루생태관찰원,33.44482063,126.6257974,제주특별자치도 제주시 봉개동 산 51-2
제주도립미술관,33.45258465,126.4896447,제주특별자치도 제주시 연동 680-7
제주도민속자연사박물관,33.50634441,126.5315261,제주특별자치도 제주시 일도이동 996-1
제주돌문화공원,33.44821824,126.6590636,제주특별자치도 제주시 조천읍 교래리 산 119
제주드림타워복합리조트,33.48526953,126.4814543,제주특별자치도 제주시 노형동 925
제주러브랜드,33.452093,126.4884817,제주특별자치도 제주시 연동 680-27
제주레일바이크,33.46427439,126.8365224,제주특별자치도 제주시 구좌읍 종달리 4639
제주레포츠랜드,33.4820682,126.6387551,제주특별자치도 제주시 조천읍 와흘리 870
제주마방목지,33.42763738,126.603596,제주특별자치도 제주시 용강동 산 14-34
제주목관아,33.51420236,126.5220035,제주특별자치도 제주시 삼도이동 1045-1
제주무지개해안도로,33.50911801,126.4713384,제주특별자치도 제주시 도두일동 1734
제주별빛누리공원,33.44453504,126.5491618,제주특별자치도 제주시 오등동 10-34
제주보성시장,33.50337005,126.5277238,제주특별자치도 제주시 이도일동 1289-5
제주불빛정원,33.4222944,126.4091788,제주특별자치도 제주시 애월읍 유수암리 1083
제주빅볼랜드,33.44308883,126.7756976,제주특별자치도 제주시 구좌읍 송당리 산 164-4
제주삼성혈,33.50442796,126.5287631,제주특별자치도 제주시 이도일동 1313
제주삼양동유적,33.52332447,126.5876808,제주특별자치도 제주시 삼양이동 2126-10
제주선인장마을,33.37518805,126.2157223,제주특별자치도 제주시 한림읍 월령리 417
제주세계자연유산센터,33.45688437,126.7147213,제주특별자치도 제주시 조천읍 선흘리 478
제주센트럴파크,33.43345506,126.6743997,제주특별자치도 제주시 조천읍 교래리 산 56-4
제주신흥해수욕장,33.551783,126.6487379,제주특별자치도 제주시 조천읍 신흥리
제주유리의성,33.31464215,126.2736598,제주특별자치도 제주시 한경면 저지리 3135-1
제주절물자연휴양림,33.43915259,126.6280113,제주특별자치도 제주시 봉개동 산 78-1
제주탐나라공화국,33.33452185,126.3256807,제주특별자치도 제주시 한림읍 금악리 81-8
제주테지움,33.41225213,126.3936133,제주특별자치도 제주시 애월읍 소길리 155-106
제주토끼섬문주란자생지,33.5237453,126.9026752,제주특별자치도 제주시 구좌읍 하도리 산 85
제주하도리철새도래지,33.51041808,126.8963185,제주특별자치도 제주시 구좌읍 하도리 53-2
제주항,33.51959105,126.5350014,제주특별자치도 제주시 건입동 918-25
제주항일기념관,33.5415673,126.6428317,제주특별자치도 제주시 조천읍 조천리 1156
