관광지명(소재지역),위도,경도,주소
군위삼국유사테마파크,36.16384316,128.6922939,대구 군위군 의흥면 이지리 1653
군위아미타여래삼존석굴,36.04882439,128.6411062,대구 군위군 부계면 남산리 297
군위장곡자연휴양림,36.12974484,128.8359195,대구 군위군 삼국유사면 장곡리 59-2
군위향교,36.23425238,128.5686505,대구 군위군 군위읍 동부리 629
군위화산산성전망대,36.1057792,128.7785741,대구 군위군 삼국유사면 화북리 산 243
사라온이야기마을,36.23623293,128.5674176,대구 군위군 군위읍 서부리 44-1
사유원,36.09215301,128.6811606,대구 군위군 부계면 창평리 440
신흥사(군위),36.1502346,128.6285109,대구 군위군 우보면 달산리 1690
압곡사(군위),36.1897397,128.8123374,대구 군위군 삼국유사면 낙전리 674
엄마아빠어렸을적에,36.12779521,128.6966734,대구 군위군 산성면 화본리 826-1
위천수변테마공원,36.17579929,128.5864676,대구 군위군 효령면 병수리 730
의흥향교,36.17354031,128.720007,대구 군위군 의흥면 읍내리 217
인각사,36.12760514,128.7793076,대구 군위군 삼국유사면 화북리 612
일연공원,36.11947312,128.7909586,대구 군위군 삼국유사면 화북리 50
팔공산하늘정원,36.02334223,128.697257,대구 군위군 부계면 동산리 산 74-18
화산산성,36.09828584,128.7813597,대구 군위군 삼국유사면 화북리 산 230
고산골,35.83192281,128.6049072,대구 남구 봉덕동
관문시장,35.83648943,128.5572747,대구 남구 대명동 1135-4
낙동강승전기념관,35.82725482,128.5886354,대구 남구 대명동 산 227-5
대구안지랑시장,35.83668828,128.574928,대구 남구 대명동 872-1
대구앞산공원,35.82721641,128.5876554,대구 남구 대명동 산 227-5
대구충혼탑,35.83251055,128.5837028,대구 남구 대명동 186
대명공연문화거리,35.85570896,128.5821186,대구 남구 대명동 2321-1
법장사(대구),35.89907502,128.5358017,대구 북구 팔달동 506
서봉사,35.8539183,128.5973098,대구 남구 이천동 439-2
성당시장,35.85024932,128.5729603,대구 남구 대명동 3023-23
안지랑곱창골목,35.83573752,128.5740371,대구 남구 대명동
앞산카페거리,35.83564069,128.5789444,대구 남구 대명동 506-3
앞산해넘이전망대,35.83181291,128.5656987,대구 남구 대명동 산 218-15
은적사(대구),35.82370264,128.5895782,대구 남구 봉덕동 1572
낙동서원,35.8197282,128.5455286,대구 달서구 상인동 880
달서시장,35.84049103,128.5439702,대구 달서구 본리동 145-2
대곡시장,35.80752781,128.5350214,대구 달서구 도원동 1432
대구두류공원,35.84862505,128.5590262,대구 달서구 두류동 산 310-9
대구수목원,35.7997197,128.5220174,대구 달서구 대곡동 284
대동종합시장,35.81169638,128.5374338,대구 달서구 상인동 1472-1
백련사(대구),35.82882467,128.5593248,대구 달서구 송현동 2012-2
병암서원,35.8611003,128.5208079,대구 달서구 용산동 521
서남시장,35.85401413,128.5459017,대구 달서구 감삼동 62-4
성당못,35.84294144,128.5603493,대구 달서구 성당동 195-1
성화사,35.84383838,128.5555313,대구 달서구 성당동 521
송현시장,35.83059636,128.5497099,대구 달서구 송현동 185-9
수목원생활온천,35.80816046,128.5226918,대구 달서구 진천동 446
와룡시장,35.8559489,128.4987562,대구 달서구 신당동 1750
월곡역사공원,35.81878088,128.5454748,대구 달서구 상인동 1530
월곡역사박물관,35.81920396,128.5456512,대구 달서구 상인동 883-1
월광수변공원,35.79946389,128.5488173,대구 달서구 도원동 952-1
월배시장,35.81409137,128.5274208,대구 달서구 진천동 241-3
이곡장미공원,35.85797116,128.5148434,대구 달서구 이곡동 1306-6
이월드,35.85367146,128.5647127,대구 달서구 두류동 산 302-11
임휴사,35.81013721,128.5605214,대구 달서구 상인동 1321
학산공원,35.82923912,128.5392716,대구 달서구 본동 산 58
호림강나루공원(호림공원),35.83446539,128.4836421,대구 달서구 대천동 900
호산공원,35.84280243,128.4889284,대구 달서구 호산동 714-7
가창호,35.79626817,128.6074527,대구 달성군 가창면 오리 990
강정고령보,35.84193623,128.4626043,대구 달성군 다사읍 죽곡리 806
교항리이팝나무군락지,35.79004365,128.4374764,대구 달성군 옥포읍 교항리 957
국립대구과학관,35.68665504,128.465762,대구 달성군 유가읍 상리 917
남평문씨본리세거지,35.79277118,128.5182126,대구 달성군 화원읍 본리리 401-2
