관광지명(소재지역),위도,경도,주소
가우도,34.53432631,126.7817007,전남 강진군 도암면 신기리
강진고려청자박물관,34.50867126,126.8008549,전남 강진군 대구면 사당리 127
강진금곡사,34.66654915,126.7774704,전남 강진군 군동면 파산리 1012-2
강진백련사,34.5879213,126.7482112,전남 강진군 도암면 만덕리 246
강진영랑생가,34.64226702,126.7653151,전남 강진군 강진읍 남성리 211-1
강진전라병영성,34.72006776,126.8170146,전남 강진군 병영면 성동리 137
강진향교,34.65007448,126.771563,전남 강진군 강진읍 동성리 691-1
고성사(강진),34.65914301,126.7640511,전남 강진군 강진읍 남성리 353
금강사(강진),34.61498534,126.7367376,전남 강진군 강진읍 영파리 13
남미륵사,34.65313065,126.8554626,전남 강진군 군동면 풍동리 580
덕룡산,34.90750262,126.7935504,전남 나주시 다도면 암정리 산 227
마량놀토수산시장,34.44916979,126.8183637,전남 강진군 마량면 마량리 983-39
백운동별서정원,34.74203385,126.6998751,전남 강진군 성전면 월하리 546
병영성홍교,34.72153163,126.8110843,전남 강진군 병영면 하고리 1-1
보은산,34.65532516,126.766716,전남 강진군 강진읍 교촌리 산 52
사의재저잣거리,34.64398018,126.7712351,전남 강진군 강진읍 동성리 491-1
옥련사(강진),34.60624725,126.7515705,전남 강진군 강진읍 덕남리 484-24
옴천사(강진),34.7365339,126.7927318,전남 강진군 옴천면 개산리 391
와보랑께박물관,34.69979455,126.8267721,전남 강진군 병영면 도룡리 596-3
월남사지,34.74283365,126.7115394,전남 강진군 성전면 월남리 853
전남강진다원,34.7408629,126.7061562,전남 강진군 성전면 월남리 733
정수사(강진),34.53184489,126.8442853,전남 강진군 대구면 용운리 7
주작산,34.50602471,126.6973251,전남 강진군 신전면 용월리 산 256
주작산자연휴양림,34.51455343,126.6862831,전남 강진군 신전면 수양리 산 65-5
하멜기념관,34.71952013,126.8185082,전남 강진군 병영면 성동리 109
한국민화뮤지엄,34.50868012,126.8041087,전남 강진군 대구면 사당리 34-9
해남윤씨영모당,34.57759092,126.7055723,전남 강진군 도암면 계라리 707
해남윤씨추원당,34.58842522,126.679409,전남 강진군 도암면 강정리 82
거금도,34.45864769,127.1704211,전남 고흥군 금산면 신평리
거금생태숲,34.45350393,127.2170745,전남 고흥군 금산면 신평리 산 256-19
고흥금진항,34.49024761,127.123888,전남 고흥군 금산면 신촌리
고흥무열사,34.64335001,127.2837092,전남 고흥군 두원면 신송리 542
고흥발포만호성,34.48404352,127.3358544,전남 고흥군 도화면 발포리 586
고흥분청문화박물관,34.62788591,127.324229,전남 고흥군 두원면 운대리 141-6
고흥쌍충사,34.52771073,127.1320777,전남 고흥군 도양읍 봉암리 2202
고흥우주발사전망대,34.58507338,127.4922886,전남 고흥군 영남면 남열리 77-7
고흥우주천문과학관,34.55253695,127.1249804,전남 고흥군 도양읍 용정리 497-3
고흥유자공원,34.57546428,127.2359923,전남 고흥군 풍양면 한동리 13-1
고흥향교,34.61367383,127.2806163,전남 고흥군 고흥읍 행정리 149
금장해수욕장,34.43475474,127.1642362,전남 고흥군 금산면 어전리 7-4
금탑사(고흥),34.54274268,127.2877032,전남 고흥군 포두면 봉림리 700
나로도항,34.4639335,127.453748,전남 고흥군 봉래면 신금리 1256-3
나로우주센터우주과학관,34.45315023,127.5181747,전남 고흥군 봉래면 예내리 480
나로우주해수욕장,34.46672377,127.4696636,전남 고흥군 봉래면 신금리 724-1
남성리해수욕장,34.51915323,127.4059323,전남 고흥군 포두면 남성리 150
남열해돋이해수욕장,34.57983178,127.4866122,전남 고흥군 영남면 남열리 175-2
남포미술관,34.60386807,127.4566325,전남 고흥군 영남면 양사리 552
내나로도,34.49743125,127.4769782,전남 고흥군 동일면 백양리
녹동항,34.5230579,127.143648,전남 고흥군 도양읍 봉암리 3907
녹동항바다정원,34.52549471,127.133965,전남 고흥군 도양읍 봉암리 3953
다도해해상국립공원(고흥),34.43065256,127.4944712,전남 고흥군 봉래면 외초리 311
대전해수욕장,34.71326948,127.2717301,전남 고흥군 두원면 대전리 37-16
덕흥해수욕장,34.52735363,127.4586674,전남 고흥군 동일면 덕흥리 산 207-8
도화헌미술관,34.44905926,127.3267303,전남 고흥군 도화면 구암리 70-1
득량도,34.60022252,127.0983844,전남 고흥군 도양읍 득량리
마복산,34.53728047,127.3875943,전남 고흥군 포두면 차동리 산 163-1
마복산목재문화체험장,34.55009591,127.3764832,전남 고흥군 포두면 옥강리 산 379-4
발포역사전시체험관,34.48407938,127.3398389,전남 고흥군 도화면 발포리 547-45
발포해수욕장,34.49136808,127.3558337,전남 고흥군 도화면 발포리 13-6
백일도,34.69469724,127.4345087,전남 고흥군 과역면 백일리
사양도,34.4734545,127.4419752,전남 고흥군 봉래면 사양리
송광암,34.45453922,127.1426512,전남 고흥군 금산면 어전리 263
수도암(고흥),34.62549584,127.3300789,전남 고흥군 두원면 운대리 41
신양선착장,34.46190012,127.0982785,전남 고흥군 금산면 신촌리 1421-4
애도(쑥섬),34.45854637,127.4493667,전남 고흥군 봉래면 사양리
연소해수욕장,34.44750371,127.1167648,전남 고흥군 금산면 신전리 산 85-1
연홍도,34.45793551,127.0912695,전남 고흥군 금산면 신전리
염포해수욕장,34.43207181,127.4925952,전남 고흥군 봉래면 외초리
오천몽돌해변,34.43065631,127.2072109,전남 고흥군 금산면 오천리 138-7
외나로도,34.445946,127.5017081,전남 고흥군 봉래면 예내리
용동해수욕장,34.63102224,127.1808801,전남 고흥군 도덕면 용동리 590
우도(고흥),34.72444787,127.3106341,전남 고흥군 남양면 남양리
원주도,34.66779737,127.4708304,전남 고흥군 과역면 백일리
익금해수욕장,34.42980408,127.1455749,전남 고흥군 금산면 어전리 424-15
적대봉,34.46358874,127.1797672,전남 고흥군 금산면 석정리 산 111-1
