관광지명(소재지역),위도,경도,주소
문창시장,36.31551573,127.4381848,대전 중구 문창동 116-8
보문산대공원,36.30877275,127.4227671,대전 중구 대사동 산 3-45
보문산전망대,36.31141804,127.4239483,대전 중구 대사동 산 1-27
복전암,36.30664829,127.433195,대전 중구 석교동 207-7
뿌리공원,36.28464848,127.3883847,대전 중구 침산동 364
사정공원,36.29900626,127.4096799,대전 중구 사정동 3-1
스카이로드,36.32837015,127.4282322,대전 중구 은행동
안동권씨유회당종가일원,36.27786236,127.4050149,대전 중구 무수동 299-4
창계숭절사,36.28429542,127.3721674,대전 중구 안영동 571-2
테미공원,36.31929454,127.4218529,대전 중구 대흥동 326-54
테미오래,36.32060319,127.4230905,대전 중구 대흥동 326-67
