설치장소명,종류,경도,위도
남부터미널 1번출구,그늘막(고정형),127.0158306,37.4851395
서울교대 정문(사향문) 앞 횡단보도,그늘막(고정형),127.0162346,37.4901737
서울교대 후문(청람문) 앞 횡단보도,그늘막(고정형),127.0162346,37.4901737
서리풀약국앞,그늘막(고정형),127.0187384,37.4857033
서리풀약국 건너편,그늘막(고정형),127.0210156,37.4860382
서초1동청사 앞마당 1,그늘막(고정형),127.0195032,37.4901363
서초1동청사 앞마당 2,그늘막(고정형),127.0195032,37.4901363
서초1동청사 앞마당 3,그늘막(고정형),127.0195032,37.4901363
서희건설 앞 교통섬 (서초구청 건너),그늘막(고정형),127.0330713,37.4847437
진흥아파트 사거리 (서초대로 396)횡단보도 강남빌딩 코너,그늘막(고정형),127.0248686,37.4962875
뱅뱅사거리(강남대로 299) 횡단보도 스타벅스 앞,그늘막(고정형),127.0313604,37.4891943
서초구청 앞 교통섬,그늘막(고정형),127.0325868,37.4837426
서이초교 사거리 횡단보도,그늘막(고정형),127.0259518,37.4912107
강남대로 도씨에빛Ⅰ 빌딩(강남대로365) 앞 횡단보도,그늘막(고정형),127.0283411,37.4953217
도씨에빛Ⅱ 빌딩(강남대로359) 앞 횡단보도,그늘막(고정형),127.0285982,37.4947834
무지개아파트 교차로(종합상가) 앞 횡단보도,그늘막(고정형),127.0285404,37.4883316
서이초교 사거리 릿타워(사임당로157) 앞,그늘막(고정형),127.0268355,37.4924162
효령로72길 57(삼성서초트라팰리스 앞 교통섬),그늘막(고정형),127.0283824,37.4868221
"진흥아파트 교차로, 롯데칠성 앞 횡단보도",그늘막(고정형),127.0239074,37.4965664
,그늘막(고정형),127.0144784,37.4783695
,그늘막(고정형),127.0296533,37.4925683
,그늘막(고정형),127.0313604,37.4891943
,그늘막(고정형),127.0247584,37.488489
,그늘막(고정형),127.0261778,37.4890871
,그늘막(고정형),127.0261778,37.4890871
래미안리더스원 공원앞2,그늘막(고정형),127.0283977,37.4889775
김씨떡방 앞(서초그랑자이 횡단보도),그늘막(고정형),127.0265293,37.4877537
그린약국 앞(서초그랑자이 앞),그늘막(고정형),127.0269108,37.4878398
예술의전당앞 교차로 커피빈(반포대로4) 앞 교통섬,그늘막(고정형),127.0131738,37.4812506
예술의전당앞 교차로 한가람미술관 앞,그늘막(고정형),127.0131738,37.4812506
예술의전당앞 교차로 스타벅스(반포대로3) 앞 교통섬,그늘막(고정형),127.0123313,37.480967
서초3동 삼거리 와라와라(반포대로38) 앞,그늘막(고정형),127.011919,37.4839093
남부터미널역 사거리 계단 아래 횡단보도(5번출구 뒤),그늘막(고정형),127.0156022,37.484138
서초역 1번출구앞 교통섬,그늘막(고정형),127.0105772,37.4927972
서초역 4번출구 사랑의교회 앞 교통섬,그늘막(고정형),127.0105772,37.4927972
교대역 8번출구 앞 교통섬,그늘막(고정형),127.017338,37.4948744
교대역 11번출구 앞 교통섬 (롯데하이마트 앞),그늘막(고정형),127.017338,37.4948744
예술의전당앞 교차로 디자인미술관 앞 녹지대,그늘막(고정형),127.0138522,37.4782479
인재개발원앞 우면삼거리 남부순환로2441 앞 교통섬,그늘막(고정형),127.0175228,37.4823725
남부터미널 후문쪽 횡단보도,그늘막(고정형),127.0156022,37.484138
교대입구 삼거리 SC제일은행(반포대로76) 앞,그늘막(고정형),127.010453,37.487344
반포대로112 우리은행 서초역지점 앞 횡단보도,그늘막(고정형),127.0089496,37.4901943
서초역 7번출구 앞 교통섬,그늘막(고정형),127.0078343,37.4923219
서초3동 사거리 토요타자동차(반포대로43) 앞,그늘막(고정형),127.010761,37.4842365
서초3동 사거리 알레르망(반포대로37) 앞,그늘막(고정형),127.0111651,37.4837508
서초3동 사거리 서문빌딩(반포대로42) 앞,그늘막(고정형),127.0116158,37.484413
서울고교 사거리 서초3동게시판 앞,그늘막(고정형),127.0048122,37.4825161
남부터미널역 4-2번출구 현대슈퍼빌 하나은행 앞,그늘막(고정형),127.016026,37.4830047
서초대로219 서리풀터널 가기전 사거리 (법원쪽 횡단보도),그늘막(고정형),127.0053561,37.4922928
서초대로269 부림빌딩 1층 서초대가 앞,그늘막(고정형),127.0111904,37.4933456
,그늘막(고정형),127.0052106,37.4908018
,그늘막(고정형),127.0049526,37.490502
몽마르뜨공원,그늘막(고정형),127.0039943,37.4953861
서리풀문화광장1,그늘막(고정형),127.0047146,37.4906123
,그늘막(고정형),127.0047146,37.4906123
서리풀문화광장3,그늘막(고정형),127.0047146,37.4906123
,그늘막(고정형),127.0047146,37.4906123
교대역 6번출구 교통섬 KFC앞 (서초동1693-5),그늘막(고정형),127.017338,37.4948744
서초초교 사거리 앞 횡단보도,그늘막(고정형),127.0241149,37.4992427
진흥아파트 사거리 (부띠크)앞 횡단보도(서초대로397),그늘막(고정형),127.0245281,37.4974995
KCC 사옥 앞 횡단보도 (사평대로344),그늘막(고정형),127.0204337,37.502885
강남대로429 카카오프렌즈 앞 횡단보도,그늘막(고정형),127.0257611,37.5007174
서초초교 사거리 장꼬방(강남대로61길27) 앞,그늘막(고정형),127.0237836,37.4983303
롯데캐슬클래식아파트 정문(107동) 앞 횡단보도,그늘막(고정형),127.0231771,37.5012467
신논현역 6번 및 7번 출구사이 횡단보도 (교보타워 앞),그늘막(고정형),127.0241519,37.5032331
사평대로350 현대오일뱅크 주유소 앞,그늘막(고정형),127.0215211,37.5033026
잠원동주민센터 교차로 래미안신반포팰리스 108동 앞,그늘막(고정형),127.0116337,37.5143551
래미안신반포팰리스 106동 공원 횡단보도(신동중학교 건너편),그늘막(고정형),127.011211,37.5153765
신사역 5번출구 앞 횡단보도,그늘막(고정형),127.0190489,37.5164569
강남대로 현대제철 사옥 (강남대로573) 앞,그늘막(고정형),127.0199845,37.5129311
서초여성가족플라자 앞 횡단보도,그늘막(고정형),127.0112636,37.5135982
잠원롯데캐슬갤럭시아파트 101동 앞 교통섬,그늘막(고정형),127.0164363,37.5201835
"잠원로204, 던킨도넛츠 앞",그늘막(고정형),127.0146576,37.5192129
래미안신반포 리오센트아파트(잠원로14길32) 정문 앞,그늘막(고정형),127.0132266,37.516786
,그늘막(고정형),127.0109167,37.5180801
,그늘막(고정형),127.0109167,37.5180801
구반포역 3번출구,그늘막(고정형),126.9879146,37.5012848
구반포역 2번출구 엘리베이터 옆,그늘막(고정형),126.9871248,37.501745
반포천 동작역~이수교차로 사이 둔치,그늘막(고정형),126.9833456,37.5013245
신논현역 1번출구 삼흥빌딩앞 횡단보도,그늘막(고정형),127.0239191,37.5045829
삼호가든 사거리 산성교회 앞 교통섬,그늘막(고정형),127.0109918,37.5052674
삼호가든 사거리 (삼호가든맨션방향) 교통섬,그늘막(고정형),127.0114879,37.5039445
강남대로 505 고도일병원 앞 횡단보도,그늘막(고정형),127.0227698,37.5070249
서초구립반포도서관 입구사거리  횡단보도,그늘막(고정형),127.0125122,37.5025138
강남대로523 성창빌딩 앞 횡단보도,그늘막(고정형),127.0220162,37.5086907
서초중앙로238 가든리체프라자 앞,그늘막(고정형),127.0120638,37.5029529
사평대로343 제일약품 앞,그늘막(고정형),127.0204141,37.5036836
신한은행 앞 횡단보도,그늘막(고정형),127.0120638,37.5029529
신반포역 1번출구 횡단보도 (푸르지오 101동 앞),그늘막(고정형),126.9968525,37.5037289
신반포역 4번출구 건너편 횡단보도 (래미안퍼스트지아파트 125동 앞),그늘막(고정형),126.9968525,37.5037289
고속터미널 지하쇼핑몰 2번출구 앞 교통섬,그늘막(고정형),127.0029908,37.505769
신반포역 신반포15차아파트 앞 횡단보도,그늘막(고정형),126.9968525,37.5037289
반포천1교 앞 횡단보도,그늘막(고정형),126.9968669,37.499234
반포푸르지오아파트 103동 앞 횡단보도,그늘막(고정형),126.9967453,37.504628
심산문화센터(사평대로55) 앞 횡단보도,그늘막(고정형),126.9912435,37.4988349
(반포종합운동장입구 사거리)반포힐스테이트아파트 101동 앞,그늘막(고정형),126.996824,37.5011909
고투몰 G1 출구방면 교통섬,그늘막(고정형),127.0015953,37.5055679
신반포역 4번출구 래미안상가 앞 (신반포로100),그늘막(고정형),126.9956677,37.5030753
반포천1교 앞 횡단보도(반포종합운동장 앞),그늘막(고정형),126.9968669,37.499234
레미안퍼스티지 101동 앞,그늘막(고정형),126.9964196,37.5019824
서울성모병원 대각선(서래공원건너편),그늘막(고정형),126.9995675,37.5007325
심산문화센터 옥외 휴게시설,그늘막(고정형),126.9912435,37.4988349
심산문화센터 옥외 휴게시설,그늘막(고정형),126.9912435,37.4988349
심산문화센터 옥외 휴게시설,그늘막(고정형),126.9912435,37.4988349
고속터미널역 8-2번 횡단보도,그늘막(고정형),127.0037193,37.5062933
뉴코아백화점 교차로 횡단보도 킴스빌리지 담장,그늘막(고정형),127.0073103,37.5093972
반포역 5번출구 횡단보도 자전거 주입기 옆,그늘막(고정형),127.0101548,37.5087293
반포3동주민센터교차로 오페라하우스아파트 앞 교통섬,그늘막(고정형),127.005901,37.5122397
뉴코아아울렛 강남점 주차장 앞 횡단보도,그늘막(고정형),127.0073103,37.5093972
반포쇼핑타운 앞 반포대교 고가차로 아래 교통섬(신반포로157),그늘막(고정형),127.0015953,37.5055679
"뉴코아아울렛 1관,2관 사이 건너편 횡단보도 앞 ",그늘막(고정형),127.0073103,37.5093972
반포3동주민센터 교차로 신반포2차아파트 113동 앞 횡단보도,그늘막(고정형),127.0078967,37.5124489
잠원로51 뉴코아아울렛 강남점 1관 앞 횡단보도,그늘막(고정형),127.0073103,37.5093972
신반포자이아파트 107동 앞 횡단보도(경원중학교 입구방향),그늘막(고정형),127.0078898,37.5110862
잠원동성당 건너편 횡단보도 앞,그늘막(고정형),127.0072637,37.5134682
경원중학교 사거리 앞 횡단보도,그늘막(고정형),127.009306,37.5110363
신반포자이아파트(잠원로60) 정문 앞,그늘막(고정형),127.0084017,37.5101418
아크로리버뷰 신반포아파트(잠원로117) 정문 앞,그늘막(고정형),127.0071574,37.5146154
뉴코아아울렛 건너편 신반포자이앞,그늘막(고정형),127.0078052,37.5098975
서울성모병원 사거리 횡단보도(쉐라톤 팔래스호텔 앞),그늘막(고정형),127.005247,37.5000792
서울성모병원 사거리 성모병원 앞 교통섬,그늘막(고정형),127.005247,37.5000792
삼호가든 사거리 센트럴파미에 앞 교통섬,그늘막(고정형),127.0103431,37.5041787
삼호가든 사거리 현대자동차 앞 교통섬,그늘막(고정형),127.0103431,37.5041787
고속터미널역 4번출구 횡단보도 (파미에스테이션앞),그늘막(고정형),127.0036817,37.5026177
서울성모병원 정문 앞 횡단보도,그늘막(고정형),127.0062004,37.502867
고속터미널 경부선 앞 횡단보도,그늘막(고정형),127.0070626,37.5055182
서초중앙로239 서초성모안과 옆,그늘막(고정형),127.0108559,37.5032325
,그늘막(고정형),127.003793,37.5019636
"방배동 805, 이수교차로 동부센트레빌아파트 앞 횡단보도",그늘막(고정형),126.9879456,37.4982094
"방배동 1302, 이수교차로 하단부 횡단보도",그늘막(고정형),126.9855474,37.4985274
동작대로 동서가구(동광로1) 앞 횡단보도,그늘막(고정형),126.9830254,37.4910721
동작대로 을지한의원(동작대로194) 앞 횡단보도,그늘막(고정형),126.9831195,37.49385
방배로269 삼호상가 앞,그늘막(고정형),126.987735,37.496639
동작대로230 화련회관 앞 횡단보도,그늘막(고정형),126.9836646,37.497046
방배로234 아이투비 산부인과 앞,그늘막(고정형),126.9899318,37.4941864
방배로234 아이투비 산부인과 건너편 횡단보도,그늘막(고정형),126.9899318,37.4941864
,그늘막(고정형),126.9830254,37.4910721
골프존파크앞,그늘막(고정형),126.9888737,37.4947875
행복한 빵집앞,그늘막(고정형),126.9893167,37.4951307
함지박사거리 브레덴코앞,그늘막(고정형),126.9901012,37.4928904
방배역 3번출구 교통섬 맥도날드앞,그늘막(고정형),126.9970265,37.4812798
내방역 4번출구 횡단보도,그늘막(고정형),126.9932148,37.4881269
방배역  4번출구 교통섬,그늘막(고정형),126.998035,37.4817839
내방역 1번출구 동물병원 앞,그늘막(고정형),126.9932148,37.4881269
서초대로68 아구샤브샤브 앞 횡단보도,그늘막(고정형),126.9899524,37.4862495
이수역 5번출구 교통섬 구산타워 앞,그늘막(고정형),126.9826939,37.4848335
사당역 13번출구 횡단보도 교통정보센터초소녹지대,그늘막(고정형),126.9821781,37.4773101
사당역 1번출구 횡단보도 환풍구 앞,그늘막(고정형),126.9821781,37.4773101
동작대로 헬로모바일(동작대로44) 앞 횡단보도,그늘막(고정형),126.9822002,37.4803929
동작대로 동서사무용가구(동작대로70) 앞 횡단보도,그늘막(고정형),126.9823365,37.4828426
방배우성아파트 109동 앞 횡단보도,그늘막(고정형),126.9825768,37.4744078
과천대로908 방배SH빌아파트 101동 앞 횡단보도,그늘막(고정형),126.9835081,37.4720725
"서초대로30, 휴대폰멀티샵 앞 횡단보도",그늘막(고정형),126.9857617,37.4855468
남태령전원마을입구 앞 횡단보도,그늘막(고정형),126.9880813,37.4668024
효령로47 도구로입구 삼거리 작스모터스 방배점 앞 횡단보도,그늘막(고정형),126.9893743,37.478932
방배우성아파트 106동 gs편의점 앞 횡단보도,그늘막(고정형),126.9829744,37.473075
담소육개장 앞,그늘막(고정형),126.9839022,37.4854487
방배역 1번출구 교통섬 미스터피자방향,그늘막(고정형),126.9970265,37.4812798
방배역 2번출구 교통섬,그늘막(고정형),126.9974195,37.4811043
방배현대멤피스 2차아파트(방배로63) 앞,그늘막(고정형),126.9979687,37.480157
방배쇼핑센터 맞은편,그늘막(고정형),126.9931207,37.4794939
방배쇼핑센터,그늘막(고정형),127.000516,37.4778139
이수역 4번출구 교통섬 디오슈페리움 앞,그늘막(고정형),126.9830639,37.4859814
방배로218 함지박사거리 BMW앞,그늘막(고정형),126.9908482,37.4927083
경문고교 교차로 횡단보도 지승학원 앞,그늘막(고정형),126.9830254,37.4910721
(방배중앙로131) 뒷벌어린이공원 사거리 횡단보도,그늘막(고정형),126.9868719,37.490425
서초대로 63 아이나비 서비스센터 앞 횡단보도,그늘막(고정형),126.9891929,37.4866155
방배로184 스타벅스 앞,그늘막(고정형),126.9924934,37.4900009
방배로196 정관정 앞 횡단보도,그늘막(고정형),126.9919609,37.4909675
이수역 1번출구 빽다방 총신대입구역점 앞 (동작대로128),그늘막(고정형),126.9826074,37.4878941
방배천로126 로고스교회 건너편 횡단보도,그늘막(고정형),126.9851225,37.4870043
방배초교입구교차로 커피나무(서초대로31) 앞,그늘막(고정형),126.985804,37.4861084
방배로183 우리은행 앞,그늘막(고정형),126.9919248,37.4898172
1동,그늘막(고정형),126.9838833,37.4859627
강남대로 S-Oil 주유소(강남대로 206) 앞 횡단보도,그늘막(고정형),127.0365464,37.4826448
교육개발원입구 사거리 상록빌딩(강남대로148) 앞 횡단보도,그늘막(고정형),127.0391916,37.4779635
교육개발원입구 사거리 동산빌딩(강남대로27길7-21) 앞,그늘막(고정형),127.0391916,37.4779635
양재전화국사거리 남부순환로2656 앞 횡단보도,그늘막(고정형),127.0410081,37.4850829
우면주공아파트 건너편 세신우면종합상가 앞,그늘막(고정형),127.0253763,37.4708489
양재역 5번출구 교통섬,그늘막(고정형),127.0350302,37.4829122
교육개발원입구 사거리 파리바게뜨(바우뫼로175) 앞,그늘막(고정형),127.0391243,37.4784429
서초힐스아파트 210동 근처 횡단보도,그늘막(고정형),127.018071,37.4573994
성촌마을건너 우면프라자(태봉로 70) 앞,그늘막(고정형),127.0255453,37.4645285
성촌마을건너 영동중학교쪽 횡단보도,그늘막(고정형),127.0255453,37.4645285
서초네이처힐 7단지 아파트  앞 횡단보도,그늘막(고정형),127.0232165,37.4618183
서초네이처힐 2단지 아파트 앞 (형촌마을 건너),그늘막(고정형),127.0217075,37.4628055
영동2교 교차로 구보빌딩(논현로133) 앞,그늘막(고정형),127.0427811,37.4814311
교육개발원입구 사거리 양재천로19길52 앞 교통섬,그늘막(고정형),127.0381595,37.4776481
서초호반써밋아파트 삼거리 태평양약국(중앙로582) 앞,그늘막(고정형),127.0153261,37.4571331
,그늘막(고정형),127.0228961,37.4665057
,그늘막(고정형),127.0228961,37.4665057
우솔초등학교 앞,그늘막(고정형),127.0193154,37.4570244
양재천 들꽃초화원 서울보건환경연구원 건너편2개,그늘막(고정형),127.0298336,37.4686031
양재천 수변무대,그늘막(고정형),127.0414304,37.4773728
양재천 수변 무대,그늘막(고정형),127.0414304,37.4773728
양재천 아이리스원(영동1교쪽 갈색데크),그늘막(고정형),127.0357496,37.473462
양재천 아이리스원(영동1교쪽 갈색데크),그늘막(고정형),127.0357496,37.473462
송동근린공원 놀이공원시설 옆,그늘막(고정형),127.0199451,37.4587878
송동근린공원 바닥분수 옆,그늘막(고정형),127.0199451,37.4587878
양재천 운동시설(장미터널 옆 운동체육시설),그늘막(고정형),127.0414304,37.4773728
양재천 수변무대,그늘막(고정형),127.0357496,37.473462
양재천 수변무대,그늘막(고정형),127.0357496,37.473462
양재천 수변 무대,그늘막(고정형),127.0357496,37.473462
양재천 아이리스원(영동1교쪽 갈색데크),그늘막(고정형),127.0099027,37.4573855
양재천 들꽃초화원 서울보건환경연구원 건너편2개,그늘막(고정형),127.0298336,37.4686031
AT센터교차로 명진빌딩(강남대로10길21) 앞,그늘막(고정형),127.0405008,37.4686049
국악고교앞 사거리 논현로29 앞 녹지대,그늘막(고정형),127.048585,37.4734091
매헌역 커피빈(동산로1) 앞 횡단보도,그늘막(고정형),127.0401391,37.4690024
매헌역 2번출구 개성족발(마방로2길74) 앞 횡단보도,그늘막(고정형),127.0394036,37.4702999
매헌역 1번출구 앞 횡단보도 (양재동237-2),그늘막(고정형),127.0383276,37.4699724
구룡사 앞 교차로 (논현로1길23),그늘막(고정형),127.0503326,37.4714619
영동1교 교차로 마방로2 앞 횡단보도,그늘막(고정형),127.0391579,37.4735605
포이사거리 양재천근린공원 앞 횡단보도,그늘막(고정형),127.0440423,37.4777802
강남대로82 삼덕빌딩 앞 횡단보도,그늘막(고정형),127.0391499,37.4718595
,그늘막(고정형),127.0431373,37.4663167
,그늘막(고정형),127.0391414,37.4682561
,그늘막(고정형),127.0426732,37.4641623
영동1교삼거리 횡단보도앞,그늘막(고정형),127.0398193,37.4693727
헌릉로176 농협하나로마트 내곡점 앞,그늘막(고정형),127.0609212,37.456504
매헌역 이마트애브리데이 내곡점(청계산로203) 앞,그늘막(고정형),127.0576272,37.4466024
서초더샵포레 정문 cu편의점 앞 횡단보도,그늘막(고정형),127.0695079,37.4550628
내곡동190-3 gs내곡주유소 앞 횡단보도,그늘막(고정형),127.0628945,37.4555803
서초포레스타3단지에서 언남초 방향 건너편 횡단보도,그늘막(고정형),127.062145,37.4441742
서초더샵포레아파트 104동 건너편 한국콜마 앞,그늘막(고정형),127.0637952,37.4549522
서초포레스타2단지(212동)에서 언남초 방향 건너편 횡단보도,그늘막(고정형),127.0615139,37.4539193
,그늘막(고정형),127.0446694,37.4652142
,그늘막(고정형),127.055642,37.4545418
내곡동 언남초등학교 정문앞,그늘막(고정형),127.0610643,37.4544241
소리박물관앞 횡단보도,그늘막(고정형),127.0590844,37.4566258
압구정역 6번출구,그늘막(고정형),127.0274702,37.5273339
,그늘막(고정형),127.0231684,37.5179973
,그늘막(고정형),127.0192052,37.5245351
,그늘막(고정형),127.0197682,37.5168431
,그늘막(고정형),127.0273902,37.5199853
상가1동,그늘막(고정형),127.0244795,37.5262221
,그늘막(고정형),127.022643,37.5251235
,그늘막(고정형),127.0334248,37.5074822
,그늘막(고정형),127.0214926,37.5117028
,그늘막(고정형),127.0201884,37.5158612
,그늘막(고정형),127.0282231,37.5058893
,그늘막(고정형),127.0247797,37.5048971
,그늘막(고정형),127.0240419,37.5066012
,그늘막(고정형),127.0236869,37.5071677
,그늘막(고정형),127.0218955,37.5110438
,그늘막(고정형),127.0317827,37.5108647
,그늘막(고정형),127.0208582,37.5131116
,그늘막(고정형),127.0224703,37.5117467
,그늘막(고정형),127.0227614,37.5090222
학동역 4번출구 뒤,그늘막(고정형),127.0304903,37.513655
103동 앞,그늘막(고정형),127.038955,37.5095247
학동사거리 삼성디지털 프라자 앞,그늘막(고정형),127.0389392,37.5225294
서울세관사거리 라이브플렉스타워 앞,그늘막(고정형),127.0357433,37.5158098
언주역 4번 출구,그늘막(고정형),127.0342544,37.507503
서울세관사거리 쌍용자동차 횡단보도 앞,그늘막(고정형),127.0357471,37.5151622
선정릉역 1번출구 국민은행 앞,그늘막(고정형),127.0433864,37.510621
강남구청역 sk허브,그늘막(고정형),127.0410662,37.516563
강남지인병원앞 횡단보도,그늘막(고정형),127.0350644,37.5128437
도산공원사거리 교통섬(남서) 1964빌딩 앞,그늘막(고정형),127.0335027,37.5209861
,그늘막(고정형),127.0343136,37.5212903
,그늘막(고정형),127.0377272,37.5088178
,그늘막(고정형),127.0435234,37.510475
성수대교남단사거리 횡단보도,그늘막(고정형),127.0331987,37.5287672
압구정중학교 인근 횡단보도,그늘막(고정형),127.0330227,37.5298898
도산공원사거리 교통섬,그늘막(고정형),127.0333574,37.5217498
압구정역사거리  교통섬(압구정구현대아파트 81동 인근),그늘막(고정형),127.0316911,37.5315432
압구정로데오역 1번 출구 인근 횡단보도,그늘막(고정형),127.0415695,37.5280802
강남돌하우스 인근,그늘막(고정형),127.0400548,37.5285614
압구정로데오역 7번 출구 인근 횡단보도,그늘막(고정형),127.0400548,37.5285614
,그늘막(고정형),127.0331628,37.5277583
,그늘막(고정형),127.033949,37.5276085
,그늘막(고정형),127.0388129,37.5234824
도산공원사거리 교통섬,그늘막(고정형),127.0340137,37.5219741
압구정로데오역 2번 출구 인근,그늘막(고정형),127.0415695,37.5280802
,그늘막(고정형),127.0329508,37.5260135
,그늘막(고정형),127.0284784,37.5202537
학동사거리 구 하나은행 건물 앞,그늘막(고정형),127.0395281,37.5228634
학동사거리 LG 청담빌딩 앞,그늘막(고정형),127.0394973,37.5236193
청담사거리 허쉬성형외과 앞(버버리 대각선),그늘막(고정형),127.0478155,37.5239459
금하빌딩 앞,그늘막(고정형),127.041488,37.51757
트리제이빌딩앞 횡단보도,그늘막(고정형),127.0408262,37.5192918
,그늘막(고정형),127.0416279,37.5238674
,그늘막(고정형),127.0467592,37.5244528
오천주유소 앞 횡단보도,그늘막(고정형),127.053684,37.5134515
현대백화점 앞 횡단보도,그늘막(고정형),127.0597186,37.5085949
봉은사역6번출구 앞 횡단보도,그늘막(고정형),127.0632364,37.5147697
,그늘막(고정형),127.0537382,37.5128028
,그늘막(고정형),127.0577213,37.5199859
봉은사역2번 출구 앞 횡단보도,그늘막(고정형),127.0593507,37.5143343
봉은사 정문앞 횡단보도,그늘막(고정형),127.0568395,37.5140464
청담역6번출구 앞 횡단보도,그늘막(고정형),127.0507369,37.5185909
삼성로 550 포타커피 앞,그늘막(고정형),127.0548085,37.5108515
포스코사거리 VPLEX 앞,그늘막(고정형),127.0569029,37.5072658
한국도심공항터미널 앞 횡단보도,그늘막(고정형),127.0592738,37.5095909
코엑스인터컨티넨탈서울,그늘막(고정형),127.0588194,37.5125207
포스코사거리 KG우준타워 앞,그늘막(고정형),127.0560352,37.5072075
횡단보도 앞,그늘막(고정형),127.044348,37.5101418
강남구보건소 앞 횡단보도,그늘막(고정형),127.0421351,37.5163319
,그늘막(고정형),127.0440147,37.5106475
브라운스톤 레전드,그늘막(고정형),127.0423675,37.5155551
,그늘막(고정형),127.0459843,37.5112121
,그늘막(고정형),127.0526855,37.5131577
대치역7번출구 현대자동차 앞,그늘막(고정형),127.0642462,37.4924943
강남구 남부순환로(대치동),그늘막(고정형),127.0572409,37.4908388
한티역 4번출구 앞,그늘막(고정형),127.0633458,37.4991887
대치역2번출구 대원빌딩 앞,그늘막(고정형),127.062584,37.4945248
도곡역 2번출구 미니스톱 앞,그늘막(고정형),127.0556094,37.4912604
남부순환로 선경아파트 횡단보도 앞,그늘막(고정형),127.0586992,37.4922022
남부순환로2917 청실상가 앞,그늘막(고정형),127.0590766,37.4931481
,그늘막(고정형),127.0591722,37.4980113
상가동,그늘막(고정형),127.0625653,37.4921261
212 대치역 사거리 보행자섬,그늘막(고정형),127.0653272,37.4974176
대치역사거리 하이마트 앞,그늘막(고정형),127.0638447,37.4942295
학여울역 사거리 자전거대여소 앞(교통섬),그늘막(고정형),127.070433,37.4971627
쌍용아파트 맞은편 스타벅스앞 횡단보도,그늘막(고정형),127.0684196,37.4981647
학여울역 세텍 대각선 건너편 (교통섬),그늘막(고정형),127.0653272,37.4974176
은마아파트입구사거리 하나은행 앞,그늘막(고정형),127.061127,37.4993898
대치우성아파트사거리 현대자동차 앞,그늘막(고정형),127.0677666,37.5016415
횡단보도앞,그늘막(고정형),127.0644992,37.5003212
횡단보도앞,그늘막(고정형),127.0645688,37.4997795
,그늘막(고정형),127.0622284,37.4996664
,그늘막(고정형),127.0666568,37.5013382
,그늘막(고정형),127.0670929,37.5004798
,그늘막(스마트형),127.0706287,37.4964186
미도아파트 정문 인근 횡단보도1,그늘막(고정형),127.0666266,37.4953081
미도아파트 정문 인근 횡단보도2,그늘막(고정형),127.0673501,37.4933928
한티역 1번출구 횡단보도 앞,그늘막(고정형),127.0535939,37.4970578
은마아파트 입구교차로 횡단보도 앞,그늘막(고정형),127.0604069,37.499102
롯데백화점옆 혜민한의원 앞,그늘막(고정형),127.0547815,37.4971617
대치사거리 하나은행 앞,그늘막(고정형),127.0581872,37.5031649
,그늘막(고정형),127.0584639,37.4984471
,그늘막(고정형),127.0588285,37.4985911
,그늘막(고정형),127.0292141,37.4957163
,그늘막(고정형),127.0404462,37.4925859
,그늘막(고정형),127.0295533,37.4953381
,그늘막(고정형),127.0304206,37.4929775
,그늘막(고정형),127.0263751,37.501652
,그늘막(고정형),127.0281806,37.4970559
,그늘막(고정형),127.0318135,37.489976
,그늘막(고정형),127.0310558,37.4994303
,그늘막(고정형),127.0437061,37.5099362
,그늘막(고정형),127.0366289,37.4998097
,그늘막(고정형),127.0364592,37.5010541
,그늘막(고정형),127.0250471,37.5043512
,그늘막(고정형),127.0260173,37.5024817
,그늘막(고정형),127.0308552,37.4986374
,그늘막(고정형),127.0315769,37.4987003
,그늘막(고정형),127.0306456,37.4993136
,그늘막(고정형),127.0431351,37.5031443
,그늘막(고정형),127.0414917,37.5032113
,그늘막(고정형),127.0332594,37.4937938
본관,그늘막(고정형),127.0437437,37.4985355
201동,그늘막(고정형),127.0457934,37.4993163
101동,그늘막(고정형),127.0472447,37.4951647
역삼역1 번출구 앞,그늘막(고정형),127.0380871,37.500255
남자빌딩,그늘막(고정형),127.0409914,37.4927425
풍천민물장어,그늘막(고정형),127.0462542,37.4944191
역삼지하보도1번 2번 사이,그늘막(고정형),127.0434483,37.5023881
역삼역 지하보도 3번 4번 사이,그늘막(고정형),127.0426184,37.5021623
역삼중학교,그늘막(고정형),127.0488665,37.4956492
,그늘막(스마트형),127.044094,37.4977905
,그늘막(스마트형),127.044094,37.4977905
,그늘막(고정형),127.0459688,37.4967597
개나리아파트 사거리 앞(래미안아파트 방면),그늘막(고정형),127.0464187,37.4985708
언주로 313 앞,그늘막(고정형),127.0456069,37.4956565
역삼 e편한세상 사거리,그늘막(고정형),127.0501254,37.4983249
강남프라자 앞,그늘막(고정형),127.0463913,37.495872
,그늘막(고정형),127.0406691,37.4920023
,그늘막(고정형),127.0344036,37.4853089
,그늘막(고정형),127.0487329,37.4884716
,그늘막(고정형),127.0413973,37.4921532
,그늘막(고정형),127.0322427,37.489364
,그늘막(고정형),127.0413732,37.4861637
,그늘막(고정형),127.0451558,37.4864787
,그늘막(고정형),127.042394,37.4865773
도곡역 4번출구 횡단보도앞,그늘막(고정형),127.0549212,37.490719
도곡역 1번출구,그늘막(고정형),127.0549212,37.490719
매봉터널사거리 교통섬(도곡동 삼성래미안아파트앞),그늘막(고정형),127.0506508,37.4897783
