설치장소명,종류,경도,위도
상가동 앞 횡단보도,그늘막(고정형),127.060466,37.5766417
전곡 문화스포츠센터 앞 횡단보도,그늘막(고정형),127.0565035,37.580487
삼성아파트 앞 횡단보도,그늘막(고정형),127.0555938,37.5819285
전농교회 앞 횡단보도,그늘막(고정형),127.0541023,37.5834128
맥도널드 앞 교통섬,그늘막(고정형),127.0577727,37.5781705
전농동 사거리 맥도널드 앞 교통섬,그늘막(고정형),127.0577727,37.5781705
전농동 사거리 농협 앞 교통섬,그늘막(고정형),127.0581183,37.5770373
서독안경점 앞 횡단보도,그늘막(고정형),127.0609856,37.5780973
한국천부교 전농교회 앞 횡단보도,그늘막(고정형),127.0538814,37.5833457
시티빌라트 앞 횡단보도,그늘막(고정형),127.0535993,37.5839449
초롱어린이집 맞은편 횡단보도,그늘막(고정형),127.0462667,37.5732743
101동 입구 횡단보도 앞,그늘막(고정형),127.0459864,37.5723708
래미안미드카운티 앞 타이어365 앞 교통섬,그늘막(고정형),127.0554093,37.5757315
앞 횡단보도(답십리사거리),그늘막(고정형),127.0570557,37.5732629
고미술로 71,그늘막(고정형),127.0551512,37.5661622
현대시장 앞 사거리(포레스트스퀘어 앞쪽),그늘막(고정형),127.0574333,37.5680109
답십리로 154,그늘막(스마트형),127.0570937,37.5726225
답십리역사거리,그늘막(스마트형),127.0546886,37.5658505
102동 (카페 비비) 앞 횡단보도,그늘막(고정형),127.0534465,37.5705483
신답역 교차로 기업은행 앞 횡단보도,그늘막(고정형),127.0487642,37.5703932
신답역 교차로 청계벽산 메가트리움 102동 앞 교통섬,그늘막(고정형),127.0496982,37.5698599
동대문중 교차로  레미안 위브101동 앞 횡단보도,그늘막(고정형),127.053952,37.5720374
삼원빌딩 U플러스 앞 횡단보도,그늘막(고정형),127.0567278,37.5682886
신답극동아파트 앞 횡단보도,그늘막(고정형),127.0441233,37.572692
104동 앞 횡단보도,그늘막(고정형),127.0459864,37.5723708
경원빌딩 KEB하나은행 앞 횡단보도,그늘막(고정형),127.0520448,37.5678293
112동 앞 횡단보도,그늘막(고정형),127.0566992,37.5710195
301동 1층 상가 앞  연세키즈소아청소년과의원 앞 횡단보도,그늘막(고정형),127.0534465,37.5705483
도이치모터스 빌딩 앞 교통섬,그늘막(고정형),127.0569718,37.5643951
권용만내과의원 앞 횡단보도,그늘막(고정형),127.0640524,37.5696447
대명웨딩문화원 맞은 편 횡단보도,그늘막(고정형),127.0560744,37.5660325
T-world 앞,그늘막(고정형),127.0658817,37.5724937
천호대로 313,그늘막(고정형),127.0566992,37.5710195
,그늘막(고정형),127.0611072,37.5659341
답십리 사거리 농협 앞 횡단보도,그늘막(고정형),127.0577711,37.5731779
도시철도공사 사거리 하나은행 앞 교통섬,그늘막(고정형),127.0578939,37.5635127
촬영소사거리 민욱빌딩 할매순대국 앞 횡단보도,그늘막(고정형),127.066082,37.5729695
네모빌딩 앞 횡단보도,그늘막(고정형),127.0552843,37.5654144
답십리사거리 BYC 앞 횡단보도,그늘막(고정형),127.0576808,37.5727379
화성빌딩 맞은편,그늘막(고정형),127.0630938,37.5676399
남장안치안센터 앞,그늘막(고정형),127.0611048,37.5653387
우리은행앞,그늘막(고정형),127.0675685,37.5664068
CU앞,그늘막(고정형),127.0610059,37.5623675
경희장안한의원 앞,그늘막(고정형),127.0664247,37.5636707
장안위더스빌C동 앞,그늘막(고정형),127.0621813,37.5662733
봉평메밀 앞,그늘막(고정형),127.0651983,37.5705248
유플러스 SQUARE 앞,그늘막(고정형),127.0678753,37.5657512
중경당약국 앞,그늘막(고정형),127.0681135,37.5661188
청진동해장국 앞,그늘막(고정형),127.0689807,37.5675465
장한평역 3번 출구 앞,그늘막(고정형),127.0654294,37.5618488
,그늘막(고정형),127.0707939,37.5721761
,그늘막(고정형),127.0665526,37.5725382
,그늘막(고정형),127.0667618,37.5615439
,그늘막(고정형),127.064568,37.5621464
장안근린공원 입구,그늘막(고정형),127.0714106,37.5773953
늘푸른어린이공원,그늘막(고정형),127.0715779,37.57621
원우빌딩 앞,그늘막(고정형),127.0722051,37.5740349
안흥갈비 앞,그늘막(고정형),127.0715671,37.574135
정한식당 앞,그늘막(고정형),127.067203,37.5739224
신토불이 건너편 교통섬,그늘막(고정형),127.0759443,37.5799089
KB국민은행 장안동지점 앞,그늘막(고정형),127.0735187,37.5724724
바우네나주곰탕 앞,그늘막(고정형),127.0677034,37.5728623
답십리로 255,그늘막(고정형),127.0688136,37.5728016
답십리로 255,그늘막(고정형),127.0688136,37.5728016
장한로 165,그늘막(고정형),127.0716373,37.5751317
장한로 166,그늘막(고정형),127.0722094,37.5751227
,그늘막(고정형),127.0723893,37.5719259
,그늘막(고정형),127.0711826,37.5727638
,그늘막(고정형),127.0723211,37.57269
,그늘막(고정형),127.0667805,37.5729578
,그늘막(고정형),127.0715615,37.5785719
,그늘막(고정형),127.0725413,37.5784501
,그늘막(고정형),127.0679874,37.5789409
,그늘막(고정형),127.0687072,37.578458
청량리역 구 금강제화 앞,그늘막(고정형),127.0446407,37.580239
한신아파트 입구,그늘막(고정형),127.0484447,37.5865986
혼다모터사이클 판매소 앞,그늘막(고정형),127.0512424,37.5859569
성심병원 앞,그늘막(고정형),127.0496158,37.5840304
청량리역 3번출구 T WORLD 앞,그늘막(고정형),127.0457811,37.5808612
옛날 왕만두 앞,그늘막(고정형),127.0451642,37.5808972
미래에셋 대우 앞,그늘막(고정형),127.044679,37.5827291
salon de hair 앞,그늘막(고정형),127.044024,37.5844764
세종대왕 기념관 삼거리 교차로,그늘막(고정형),127.0420823,37.5911406
세종대왕 기념관 삼거리 교차로,그늘막(고정형),127.0428534,37.5909603
옥수수 가판대 옆,그늘막(고정형),127.0451642,37.5808972
동대문경찰서교차로 kb국민은행청량리자동화점 앞,그늘막(스마트형),127.0439356,37.5833138
,그늘막(고정형),127.0508097,37.5855441
,그늘막(고정형),127.0433608,37.5869402
혼다모터사이클 판매소 앞 횡단보도,그늘막(고정형),127.0513796,37.5860612
회기역사거리 하나은행 건너편,그늘막(고정형),127.0554559,37.5900093
MJ24불가마 앞,그늘막(고정형),127.0536694,37.5886559
우리은행 경희대점 앞,그늘막(고정형),127.0520999,37.5918226
우리은행 건너편,그늘막(고정형),127.0524672,37.591719
중랑교 사거리,그늘막(고정형),127.0674152,37.5918757
외대앞역 교차로,그늘막(고정형),127.0647904,37.5947544
휘경SK뷰 앞,그늘막(고정형),127.0647904,37.5947544
회기역앞 교차로,그늘막(고정형),127.0558738,37.5897697
,그늘막(고정형),127.0653138,37.5913048
,그늘막(고정형),127.0645662,37.5932437
,그늘막(고정형),127.0587448,37.5894674
도성팬테크 앞,그늘막(스마트형),127.0686259,37.5883947
,그늘막(고정형),127.0545644,37.588689
,그늘막(고정형),127.0540039,37.5878693
,그늘막(고정형),127.0664945,37.5917759
,그늘막(고정형),127.0563711,37.5901213
회기리센스 맞은편,그늘막(고정형),127.05692,37.5883467
,그늘막(고정형),127.0685914,37.5900929
,그늘막(고정형),127.067054,37.5912312
,그늘막(고정형),127.0683949,37.5910254
,그늘막(고정형),127.0683145,37.5843157
,그늘막(고정형),127.0605694,37.5965269
사이버대학교 앞,그늘막(고정형),127.058706,37.5974261
,그늘막(고정형),127.0584007,37.5965475
이문파출소 교차로 현대오일뱅크 앞,그늘막(고정형),127.0701922,37.6013505
,그늘막(고정형),127.0675213,37.5986747
,그늘막(고정형),127.0669662,37.6031916
,그늘막(고정형),127.0651555,37.602823
이문초등학교 앞,그늘막(고정형),127.0645358,37.6024281
뚜레쥬르 앞,그늘막(고정형),127.0622013,37.6048726
신이문역1번출구 횡단보도 앞(거주자 우선주차장 입구 방향),그늘막(고정형),127.0670969,37.6026672
101동,그늘막(고정형),127.0641836,37.6033092
,그늘막(고정형),127.0625647,37.6031158
황기닭곰탕 앞,그늘막(고정형),127.0796453,37.5870075
88병원 앞,그늘막(고정형),127.079717,37.590926
중랑전화국 사거리 앞,그늘막(고정형),127.0804494,37.591218
딩가동 앞,그늘막(고정형),127.083916,37.5879627
우정아파트 앞 횡단보도,그늘막(고정형),127.0849947,37.5907359
신성묵과자점 앞 교통섬,그늘막(스마트형),127.0803703,37.5869311
면목두산아파트 202동 맞은편,그늘막(고정형),127.0820634,37.5796237
면목4동 주민센터  앞,그늘막(고정형),127.0855,37.5747311
미스스탑 편의점 앞,그늘막(고정형),127.0803012,37.5743069
삼호(아) 앞 횡단보도,그늘막(고정형),127.088127,37.5757539
101동,그늘막(고정형),127.0853836,37.5724729
용마산역 2번출구 앞 횡단보도 맞은편,그늘막(고정형),127.0866297,37.5739143
104동 앞(장평교 사거리 횡단보도 앞),그늘막(스마트형),127.0802073,37.5717372
하나은행 앞 교통섬,그늘막(고정형),127.0802327,37.5864107
장안교사거리 교통섬(늘푸른 공원 방향),그늘막(고정형),127.0892215,37.5823776
면목5동주민센터 방향,그늘막(고정형),127.0793735,37.5816861
리츠모텔 방향,그늘막(고정형),127.0792834,37.5810016
SK주유소 횡단보도,그늘막(고정형),127.0795885,37.5863498
사가정아이파크 앞 교통섬,그늘막(고정형),127.0810446,37.5799415
횡단보도,그늘막(고정형),127.079527,37.5847066
104동 앞 횡단보도,그늘막(고정형),127.0816674,37.5823687
유수지주차장 사거리 교통섬,그늘막(고정형),127.0817898,37.5811887
홈플러스 출구 횡단보도,그늘막(고정형),127.0810446,37.5799415
중랑구 보훈회관 건너편 횡단보도(중화2동 미래부동산앞에서 이전설치),그늘막(고정형),127.0836159,37.5829331
102동,그늘막(고정형),127.0816674,37.5823687
맞은편(사정정 아이파크@ 공원),그늘막(고정형),127.0836989,37.5835367
장안제일시장 방향,그늘막(고정형),127.0801394,37.5846276
면목두산아파트 201동 맞은편,그늘막(고정형),127.0820634,37.5796237
면목두산아파트 201동 맞은편,그늘막(고정형),127.0820634,37.5796237
면목두산아파트 202동 맞은편,그늘막(고정형),127.0820634,37.5796237
면목두산아파트 202동 맞은편,그늘막(고정형),127.0820634,37.5796237
세븐일레븐 앞,그늘막(고정형),127.0869018,37.5925685
동원시장 한촌설렁탕 앞,그늘막(고정형),127.0934254,37.5894699
101동 앞 횡단보도,그늘막(고정형),127.0849779,37.5892199
청진동해장국 앞,그늘막(고정형),127.0933721,37.589943
면목역 공원 앞,그늘막(스마트형),127.0871198,37.5883515
사가정역 4번출구,그늘막(고정형),127.0881295,37.5825672
한양수자인@ 교통섬,그늘막(고정형),127.0925454,37.5801768
104동 앞 횡단보도,그늘막(고정형),127.0897874,37.5762577
동심어린이공원 앞,그늘막(스마트형),127.0892215,37.5823776
아이꿈터 앞,그늘막(고정형),127.0963416,37.5880032
사가정역 2번 출구 앞,그늘막(스마트형),127.088056,37.5809852
통일로약국 앞,그늘막(고정형),127.0970229,37.5903012
용마문화복지센터 부근,그늘막(고정형),127.0949463,37.5865002
B동,그늘막(고정형),127.0905139,37.5981008
상봉역 8번출구 앞(의자형),그늘막(고정형),127.0866758,37.5969866
한샘교회 앞,그늘막(고정형),127.0808196,37.5955815
방정환교육지원센터 앞,그늘막(스마트형),127.0882062,37.597397
(망우역 건널목 앞),그늘막(고정형),127.0905139,37.5981008
신현고등학교 앞 횡단보도,그늘막(고정형),127.0926644,37.6050215
봉화삼거리 CU편의점 건너편,그늘막(고정형),127.0870003,37.6026854
상봉역 2번출구 앞,그늘막(고정형),127.0808196,37.5955815
상봉역 5번출구 앞,그늘막(고정형),127.0853336,37.596053
카페 252 앞 횡단보도,그늘막(고정형),127.0807118,37.594805
엔터식스 건너편,그늘막(고정형),127.0911815,37.5971029
우리은행 앞,그늘막(고정형),127.0751988,37.5934336
상봉역3번 출구 파리바게뜨 앞,그늘막(고정형),127.0862013,37.5948523
신한은행 앞,그늘막(고정형),127.0866237,37.5930385
상봉터미널 앞,그늘막(고정형),127.092589,37.5966216
상봉역 4번 출구 앞,그늘막(고정형),127.0856829,37.5947611
앞 횡단보도,그늘막(고정형),127.0922415,37.5974401
중랑세무서 앞,그늘막(고정형),127.0724604,37.5926666
이도타일작업학원 앞,그늘막(고정형),127.0805417,37.5916482
송정약국 앞(상봉역 5번출구),그늘막(고정형),127.0853336,37.596053
신한은행 앞,그늘막(고정형),127.0866237,37.5930385
상봉듀오트리스 앞,그늘막(스마트형),127.0922415,37.5974401
신한은행 중화역지점 앞,그늘막(고정형),127.0799245,37.6013725
쌈지 앞,그늘막(고정형),127.0801917,37.5994641
가문솥밥 앞 횡단보도,그늘막(고정형),127.0791757,37.6052962
JDX의류점 앞 횡단보도,그늘막(고정형),127.0793631,37.6036111
밀레빵집 앞,그늘막(고정형),127.0802301,37.5998657
동양엔파트 앞,그늘막(고정형),127.0750236,37.5939932
우리은행 앞 횡단보도,그늘막(고정형),127.0784481,37.6050649
세계로약국 앞,그늘막(고정형),127.0793372,37.5998195
중화체육공원 앞 횡단보도,그늘막(고정형),127.0738829,37.6001643
태릉시장 입구 횡단보도 앞,그늘막(고정형),127.0783724,37.5991969
봉화공원 앞,그늘막(고정형),127.0774325,37.5981518
이디야 앞,그늘막(고정형),127.0795262,37.5993765
중화역 3번 출구 앞,그늘막(스마트형),127.0788934,37.6017931
먹골역 교차로 삼각지,그늘막(고정형),127.0780421,37.6121806
먹골역4번출구,그늘막(고정형),127.0782157,37.6099111
먹골역삼거리 횡단보도,그늘막(고정형),127.0776774,37.6123747
스타벅스 앞,그늘막(스마트형),127.0768499,37.6153565
기업은행 앞 횡단보도,그늘막(고정형),127.078398,37.6056074
중랑천로 304앞 횡단보도,그늘막(고정형),127.0732677,37.6117394
정문 횡단보도 앞,그늘막(고정형),127.0736598,37.6105095
묵현초 앞 횡단보도,그늘막(고정형),127.0736424,37.6089797
횡단보도 앞,그늘막(고정형),127.0733797,37.6077376
횡단보도 앞,그늘막(고정형),127.07368,37.6063822
망우사거리 LG전자 앞,그늘막(고정형),127.1007435,37.5994423
TUXY의류점 앞,그늘막(고정형),127.100766,37.6002074
국민은행 망우동지점 앞,그늘막(고정형),127.0975389,37.599508
온누리약국 앞 횡단보도,그늘막(고정형),127.099911,37.5958482
이마트 앞 횡단보도,그늘막(고정형),127.0934539,37.5964815
신한은행 맞은편 횡단보도,그늘막(고정형),127.096928,37.5995554
하나은행 망우지점 앞,그늘막(고정형),127.1000083,37.5994697
농협 앞 횡단보도,그늘막(고정형),127.1006883,37.5958458
양원숲초 앞,그늘막(고정형),127.1047577,37.6090317
신내역 인근 대로변 앞,그늘막(고정형),127.1020802,37.6128467
양원숲초 앞,그늘막(고정형),127.1047577,37.6090317
서울한의원 앞 횡단보도,그늘막(고정형),127.0934358,37.5938578
한촌설렁탕 맞은편 통신사 횡단보도,그늘막(고정형),127.0940322,37.5900763
엘지유플러스 앞,그늘막(스마트형),127.0997182,37.5953506
서울의료원 정문 앞,그늘막(고정형),127.0979689,37.6129812
새솔초등학교 입구,그늘막(고정형),127.1091779,37.6172894
중랑구청 사거리 이노텔레콤 앞,그늘막(고정형),127.0955581,37.6066575
서울의료원 정문 옆,그늘막(고정형),127.0963245,37.6145365
능산삼거리 돈까스클럽 앞,그늘막(고정형),127.1005569,37.6081503
114동(버스정류장 07463),그늘막(고정형),127.1064524,37.6171896
비동상가,그늘막(고정형),127.0954626,37.6075269
우디안(아) 2단지 입구 사거리,그늘막(고정형),127.1061511,37.6147885
107동 앞 횡단보도,그늘막(고정형),127.1064524,37.6171896
중랑버스공영차고지 옆 버스정류소,그늘막(고정형),127.1035229,37.6142125
신내교회 앞,그늘막(고정형),127.1013124,37.6080895
111동,그늘막(고정형),127.1064524,37.6171896
서울의료원 후문 앞,그늘막(고정형),127.0979689,37.6129812
데시앙포레 정문앞,그늘막(고정형),127.1008186,37.6126006
국민은행 앞,그늘막(고정형),127.0926776,37.6163253
오뜨안경 앞,그늘막(고정형),127.0926776,37.6163253
중랑우체국 앞 횡단보도,그늘막(고정형),127.0904668,37.6170796
1004동,그늘막(고정형),127.0946021,37.6092678
봉화지구대 교통섬,그늘막(고정형),127.0955609,37.614796
중랑구청 어린이집 앞 횡단보도,그늘막(고정형),127.0929078,37.6066256
중랑구청 앞 횡단보도,그늘막(고정형),127.0929078,37.6066256
1003동,그늘막(고정형),127.0946021,37.6092678
맥도날드 앞,그늘막(스마트형),127.0947293,37.6064252
성북동1가 35-35 횡단보도 앞,그늘막(고정형),127.0055957,37.5885305
,그늘막(고정형),127.0034158,37.5914215
파출소 앞,그늘막(고정형),126.9985473,37.5932565
,그늘막(스마트형),127.0021114,37.5931253
동소문동 가로공원,그늘막(고정형),127.0056885,37.5891871
만해공원,그늘막(고정형),126.9922943,37.5945853
삼선초등학교 인근 횡단보도,그늘막(고정형),127.0114999,37.5861672
성북경찰서 우체국 맞은편,그늘막(고정형),127.0163427,37.5898228
더페이스삽 횡단보도 건너편,그늘막(고정형),127.0090224,37.5879212
한성대학교 글로벌빌리지 앞 횡단보도,그늘막(고정형),127.0151187,37.5897034
한성대입구역 분수마당 횡단보도,그늘막(고정형),127.0065583,37.5878623
,그늘막(고정형),127.0151378,37.5966297
올리브영 앞 횡단보도,그늘막(고정형),127.0180337,37.5933492
베스트웨스턴 아리랑힐호텔 버스정류장 앞,그늘막(고정형),127.0165684,37.5935846
다윗어린이집 앞,그늘막(고정형),127.0174916,37.5902712
하나금융투자 앞 횡단보도,그늘막(고정형),127.0160098,37.5928165
길음역 2번출구 건너편 횡단보도,그늘막(고정형),127.0248649,37.6019893
미아리고개 돈암삼성아파트 입구 횡단보도,그늘막(고정형),127.0217966,37.5979965
정덕초 후문 옆 돈암 코오롱 하늘채 아파트 앞 횡단보도,그늘막(고정형),127.0134106,37.5995387
101동,그늘막(고정형),127.0150691,37.5986511
106동,그늘막(고정형),127.0161628,37.5977897
적조사 가람어린이집 앞 버스정류장(1162번),그늘막(고정형),127.0072916,37.5983865
자언계 캠퍼스 CU편의점 앞,그늘막(고정형),127.0285628,37.5859555
안암동주민센터 건너편,그늘막(고정형),127.0214046,37.5857484
고려대 정문 버스정류장,그늘막(고정형),127.0340334,37.5877749
안암5거리 LG U+ 건너편 교통섬,그늘막(고정형),127.0299824,37.5835997
동신초등학교 앞,그늘막(고정형),127.0169521,37.5826184
,그늘막(고정형),127.0212839,37.5823324
보문역 5번 6번 출구 사이,그늘막(고정형),127.019672,37.5851941
대광초교3거리 교통섬,그늘막(고정형),127.0229878,37.5787506
국세청 우편물 자동차센터장 버스정류장,그늘막(고정형),127.0225288,37.5801887
롯데캐슬골든힐스 정문앞 횡단보도(1102동),그늘막(고정형),126.9976191,37.615604
길음119 안전센터 앞,그늘막(고정형),127.0190723,37.6028996
숭덕초교 맞은편 횡단보도,그늘막(고정형),127.0149754,37.603919
롯데캐슬 105동 옐로카펫 횡단보도,그늘막(고정형),127.0151878,37.6070787
숭덕초교 옐로카펫,그늘막(고정형),127.0139165,37.6041544
교통섬,그늘막(고정형),127.013004,37.6032576
정릉입구 버스정류장,그늘막(고정형),127.0134566,37.6024148
신용제 이비인후과 앞,그늘막(고정형),127.0134005,37.6033466
교통광장 정릉2동주민센터 건너편,그늘막(고정형),127.0111512,37.6044753
,그늘막(스마트형),126.9941144,37.6108608
정릉동천주교회 앞,그늘막(고정형),127.0047238,37.6079444
국민대 정문 건너편 횡단보도,그늘막(고정형),126.9965764,37.611145
솔샘길기사식당과 벧엘교회 사이 버스정류장,그늘막(고정형),127.0070557,37.6128871
정릉동 966-279 횡단보도 앞,그늘막(고정형),127.0097424,37.6099675
정릉동 296-4(타이어 코어 앞),그늘막(고정형),127.0073617,37.6127575
북한산 보국문역 1번출구 정류장,그늘막(고정형),127.00842,37.612137
풍림상가 앞,그늘막(고정형),127.0073052,37.6185856
정릉 초등학교(정릉풍림아이원 109동 뒤),그늘막(고정형),127.0063542,37.6174792
북한산보국문역 승강기 출입구 앞 횡단보도,그늘막(고정형),127.0079379,37.612288
미아초등학교 정문 횡단보도 앞,그늘막(고정형),127.0219786,37.6090042
베스킨라빈스 앞,그늘막(고정형),127.0219849,37.6051763
서울족발 옆 횡단보도,그늘막(고정형),127.0219849,37.6051763
609동 정문쪽 GS편의점 맞은편/정류장 08751,그늘막(고정형),127.0217267,37.6079626
소공원 앞 5단지 맞은편,그늘막(고정형),127.0200737,37.609034
길음역 7번출구 맞은편,그늘막(고정형),127.0246353,37.6041265
미아초등학교 앞,그늘막(고정형),127.0217263,37.6104613
602동,그늘막(고정형),127.0219052,37.6065418
길음현대아파트 옆 늘푸른어린이공원,그늘막(고정형),127.0199055,37.6081619
길음지구대 앞 교통섬,그늘막(고정형),127.0192457,37.6106292
103동  공항버스 정류장 옆 횡단보도,그늘막(고정형),127.023776,37.6027723
221동 하나ATM 앞 횡단보도,그늘막(고정형),127.0161458,37.6117871
115동,그늘막(고정형),127.024274,37.6103707
118동,그늘막(고정형),127.027935,37.6086293
래미안길음센터피스 2번 출구 앞 횡단보도,그늘막(고정형),127.0272646,37.611182
래미안길음센터피스 2번 출구 앞 횡단보도,그늘막(고정형),127.0272646,37.611182
길음환승주차장 옆 횡단보도,그늘막(고정형),127.0263443,37.6045144
길빛도서관 앞 횡단보도,그늘막(고정형),127.0260258,37.6093139
롯데캐슬 클라시아 쪽,그늘막(고정형),127.0284737,37.6090394
,그늘막(고정형),127.0220461,37.6085948
118동,그늘막(고정형),127.027935,37.6086293
118동,그늘막(고정형),127.0275911,37.6096296
105동,그늘막(고정형),127.0280823,37.6093155
현대백화점 미아점 앞,그늘막(스마트형),127.0287248,37.6083741
미아사거리 베누스타 에식장 앞 교통섬,그늘막(고정형),127.0297125,37.6090453
길음역 10번출구 앞 버스정류장,그늘막(고정형),127.0278394,37.6046548
형제자동차 공업사 앞 횡단보도,그늘막(고정형),127.0400765,37.6002105
숭례초 앞 횡단보도,그늘막(고정형),127.034946,37.5948961
티스테이션 앞,그늘막(고정형),127.0362747,37.5946307
라센트아파트 정문 횡단보도(일신초교 건너편),그늘막(고정형),127.0385957,37.5992879
종암주유소 건너편 교통섬,그늘막(고정형),127.0320634,37.6027636
한미약국 앞,그늘막(고정형),127.0342546,37.5989576
KB 앞 횡단보도,그늘막(고정형),127.0366681,37.5940345
현대오일뱅크 교통섬,그늘막(고정형),127.0366717,37.5916521
,그늘막(고정형),127.0327205,37.6014396
베로니스 아파트 앞,그늘막(고정형),127.0343976,37.604956
앞 교통섬(지도상에서 교통섬 나오지 않음),그늘막(고정형),127.0384278,37.6025525
래미안월곡 101동 앞 횡단보도,그늘막(고정형),127.0368734,37.61044
월곡1동주민센터 앞,그늘막(고정형),127.0357665,37.6105351
생명의전화사회복지관 앞,그늘막(고정형),127.0364666,37.6045618
삼성디지털프라자 앞 횡단보도,그늘막(고정형),127.0337236,37.6101685
횡단보도 앞,그늘막(고정형),127.0355473,37.6114335
자기주도학습지원센터 버스정류장,그늘막(고정형),127.0339907,37.607154
동신아파트 상가 스시와사비,그늘막(고정형),127.0352786,37.6044075
진양빌딩과 월곡적환장 사이 교통섬,그늘막(고정형),127.0387512,37.6028424
교통섬,그늘막(고정형),127.0419267,37.602047
보건소 앞 횡단보도 건너편,그늘막(고정형),127.0393705,37.6022557
월곡역입구교차로 에서 월곡역 방향,그늘막(고정형),127.0408786,37.600921
월곡역 홈플러스 앞 교통섬,그늘막(고정형),127.0412129,37.602277
장곡초등학교 앞 사거리 횡단보도(꿈의숲아이파크 716동 앞),그늘막(고정형),127.0486531,37.6191535
꿈의숲아이파크 719동 앞 횡단보도,그늘막(고정형),127.0486531,37.6191535
꿈의숲아이파트 717동 앞,그늘막(고정형),127.0482751,37.6176281
꿈의숲 아이파크 713동 앞,그늘막(고정형),127.0473599,37.6190907
스타벅스 건너편,그늘막(고정형),127.0514357,37.6182777
705동,그늘막(고정형),127.04458,37.6146261
장위사거리,그늘막(고정형),127.0603013,37.6128883
IBK기업은행 앞 횡단보도,그늘막(고정형),127.0570955,37.6112111
석관동우체국 앞 횡단보도,그늘막(고정형),127.0524312,37.6087682
안경박사,그늘막(고정형),127.0564101,37.6108018
"래미안퍼스트하이아파트 앞, 광운초 교차로",그늘막(고정형),127.05153,37.6200748
"래미안포레카운티아파트 앞, 광운초교차로",그늘막(고정형),127.0521297,37.6175291
래미안포레카운티아파트-퍼스트하이아파트 사이 교차로(퍼스트하이쪽),그늘막(고정형),127.0521297,37.6175291
래미안포레카운티아파트-퍼스트하이아파트 사이 교차로(포레카운티쪽),그늘막(고정형),127.0521297,37.6175291
장위지구대 앞,그늘막(고정형),127.0498879,37.6151872
장위지구대 건너편,그늘막(고정형),127.0538082,37.6196766
109동 앞,그늘막(고정형),127.0465383,37.6204258
남대문 중학교 앞 횡단보도,그늘막(고정형),127.0558184,37.6178919
센트럴타운 파리바게뜨 앞 교차로,그늘막(고정형),127.0484606,37.6229347
광운대입구 교차로 교통섬,그늘막(고정형),127.0568251,37.616932
코오롱하늘채 101동 앞(맥도날드 건너편),그늘막(고정형),127.0457894,37.6209304
월계2교교차로 참누리아파트 203동 앞 교통섬,그늘막(고정형),127.0494544,37.6231936
코오롱하늘채 105동 상가 앞,그늘막(고정형),127.0467922,37.618489
시립성북청소년센터 앞 횡단보도,그늘막(고정형),127.0564237,37.6170315
김밥천국 건너편 횡단보도 앞,그늘막(고정형),127.0618057,37.6056013
샛별어린이공원 인근 교통섬,그늘막(고정형),127.0652662,37.6143589
래미안아트리지아파트 104동 앞,그늘막(고정형),127.0637833,37.6064297
휴대폰 매장 앞 하이마트 건너편,그늘막(고정형),127.0621566,37.6110644
석관중 정문 옆,그늘막(고정형),127.0664901,37.6084379
석관중학교 방음벽 코너,그늘막(고정형),127.0665573,37.6079
하이마트 석관점,그늘막(고정형),127.0624623,37.6107334
참맛감자탕 앞,그늘막(고정형),127.0583292,37.6098371
석계역 5번 출구,그늘막(고정형),127.0656238,37.6137919
미리내도서관 앞 횡단보도,그늘막(고정형),127.0654033,37.6135806
래미안아트리치아파트 입구 횡단보도,그늘막(고정형),127.0614778,37.6067567
래미안아트리치아파트 107동 앞 정문,그늘막(고정형),127.0614552,37.6087633
석계역 삼거리(5번출구 건너편),그늘막(고정형),127.0659847,37.6135126
"돌곶이역 5번, 6번 출구 사이",그늘막(고정형),127.0580082,37.6107203
석계역 7번출구 건너편,그늘막(고정형),127.0652662,37.6143589
하이마트 5거리 옛날통닭,그늘막(고정형),127.0627029,37.61127
삼일약국 앞,그늘막(고정형),127.0177496,37.6251452
삼양사거리 분수대 앞,그늘막(고정형),127.0301765,37.6167303
기업은행 앞,그늘막(고정형),127.020794,37.6198159
벽산라이브파크 앞 교통섬,그늘막(고정형),127.0112295,37.6201454
솔샘도서관 앞 교통섬,그늘막(고정형),127.0124383,37.620458
아파트 후문,그늘막(고정형),127.0194053,37.6259763
미양중고등학교,그늘막(고정형),127.0122142,37.6236568
파리바게트 앞,그늘막(고정형),127.0271271,37.6247571
맥도날드 앞,그늘막(고정형),127.0260359,37.6278222
신성교회 앞 교통섬,그늘막(고정형),127.0285996,37.6171079
삼양입구 사거리,그늘막(고정형),127.0295171,37.6167878
수유푸르지오시티 공인중개사 앞,그늘막(고정형),127.0236464,37.6345109
세븐일레븐 앞,그늘막(고정형),127.0237482,37.6335506
한국전력 앞,그늘막(고정형),127.0249447,37.6305681
사임당떡고을 앞,그늘막(고정형),127.0213176,37.6191824
스타벅스 앞,그늘막(스마트형),127.0266178,37.6261425
홍콩반점 앞,그늘막(고정형),127.0217807,37.6176508
와이스퀘어 앞,그늘막(고정형),127.0305142,37.613701
아우디 매장 앞,그늘막(고정형),127.0300457,37.6174679
방천시장 입구 사거리 앞,그늘막(고정형),127.0353652,37.6119322
CU 편의점,그늘막(고정형),127.0287181,37.6207653
휴대폰 매장 앞,그늘막(고정형),127.0293708,37.6173494
방천시장 입구 교차로,그늘막(고정형),127.0346457,37.6115771
