대명칭,경도,위도
은평청소년수련관,126.9244898,37.59413712
면목7동주민센터,127.0867275,37.57909445
화랑로주유소화장실,127.0500249,37.60689703
연건119안전센터,127.0018118,37.57940735
월드컵주유소화장실,127.1255259,37.51228861
면목7치안센터,127.0857072,37.57737498
송파방이주유소화장실,127.1205892,37.50657687
삼청동사무소,126.9819173,37.58501119
면목4동주민센터,127.0856312,37.57468379
신당6동주민센터,127.0194422,37.56000703
은마주유소화장실,127.0672502,37.49998945
을지로동주민센터,126.9913634,37.56667971
숭인2동주민샌터,127.019982,37.57485429
까치주유소화장실,126.8359025,37.55174387
상봉2동주민센터,127.0832783,37.59242088
망우1치안센터,127.1064106,37.60123083
서문주유소화장실,127.1240872,37.49505709
망우3동치안센터,127.1017799,37.59470384
이태원1동주민센터,126.9950696,37.53250416
오토테크주유소화장실,127.0229449,37.48643394
약수어린이공원공중화장실,127.0138219,37.55561506
방학2동주민센터,127.0350329,37.66827419
오동나무주유소화장실,127.0634715,37.56888658
창신제1동사무소,127.0163737,37.5707185
장위주유소화장실,127.0437515,37.60359377
망우지구대,127.0956496,37.59911154
가락주유소화장실,127.1235209,37.49431442
서울시립구로청소년수련관,126.8833524,37.49136514
진양주유소화장실,127.1180036,37.52697027
신사제1동주민센터,126.9122127,37.59806374
건지주유소화장실,126.8822176,37.5452704
관문주유소화장실,126.8424281,37.55779884
중화1동주민센터,127.0806718,37.6011842
스카이주유소화장실,126.804295,37.57146817
우리주유소화장실,127.0613401,37.61265731
신영119안전센터,126.9608926,37.60582327
석일주유소화장실,127.0624298,37.61072315
도루코주유소화장실,127.0635811,37.54200753
염창동주유소화장실,126.8759961,37.54910448
신당제4동주민센터,127.0146914,37.55704832
오일플러스주유소화장실,127.0399191,37.4856641
필동주민센터,126.9956086,37.56014954
신당제3동주민센터,127.0090026,37.55244962
성신주유소화장실,126.8262978,37.57266859
망우3동주민센터,127.0981543,37.59235201
먹골지구대,127.0782853,37.60623423
한국전력공사(성서지점),126.9336709,37.60555495
논현주유소화장실,127.028251,37.51857092
은평종합사회복지관,126.8993211,37.58506039
부암동사무소,126.9641179,37.59249895
한천주유소화장실,127.0616526,37.56222544
청운동사무소,126.9706437,37.58407594
면목지구대,127.0938739,37.58821648
민성효동주유소화장실,127.1496053,37.49299382
상봉지구대,127.0728365,37.5913296
성산2동주민센터,126.9090394,37.56866214
아차산등산로입구화장실,127.1005333,37.55365313
증산치안센터,126.906874,37.58357997
서울과학전시관무인자동화장실,126.9597566,37.46909198
응암제2동주민센터,126.9230855,37.59456292
완불주유소화장실,127.1261798,37.47106825
응암제3동주민센터,126.9157333,37.59221563
다산공원공중화장실,127.0187681,37.56388598
창1동주민센터,127.0438544,37.64842215
청계천고산자교무인자동화장실,127.0384555,37.5718415
이문1동주민센터,127.0655186,37.59786734
신설동주유소화장실,127.0271781,37.57639796
효자동사무소,126.96922,37.58181745
금메달전농주유소화장실,127.0573843,37.57564034
신한국주유소화장실,126.8716441,37.54761106
중화2동주민센터,127.0761756,37.60282144
양화주유소화장실,126.8773841,37.54732272
가회동사무소,126.9847888,37.58001211
스피드주유소화장실,127.0694125,37.56123017
이화동사무소,127.0043716,37.57696577
진달래주유소화장실,127.0419308,37.49220054
중림동주민센터,126.964521,37.55480854
한국주유소화장실,127.0376811,37.49102414
하계2동주민센터,127.0679829,37.63207896
인사동공중화장실,126.9873579,37.57147885
중계4동주민센터,127.0779919,37.65882992
와룡공원공중화장실,126.9919837,37.59117438
세검정우체국,126.9612953,37.60140511
효진주유소화장실,127.0647534,37.54402536
통의우체국,126.9718918,37.57880685
은평구민체육센터,126.9235621,37.63054916
서일주유소화장실,127.0130549,37.49514408
청담중학교무인자동화장실,127.0449225,37.52963524
은평경찰서,126.9291717,37.62781258
미래주유소화장실,127.0577173,37.5057453
보광동주민센터,127.0001827,37.52634396
제3대성주유소화장실,126.9960521,37.53447291
서울주유소화장실,127.0140682,37.48991849
역촌노인복지센터,126.9114259,37.60337075
동우주유소화장실,127.0409941,37.50988706
갈현경로당,126.9186559,37.62487314
평화주유소화장실,126.8708622,37.50588874
남영동주민센터,126.9748395,37.5458489
한석주유소화장실,126.965389,37.52155786
뉴서울주유소화장실,127.0357358,37.51771658
시립은평노인종합복지관,126.9303611,37.63197228
망우가스충전소화장실,127.1018842,37.60066563
대림1동사무소,126.90587,37.49546556
이태원3공중화장실,126.9922178,37.53415659
대림우체국,126.9045446,37.48965404
다목적광장화장실,126.9019272,37.47642266
불광우체국,126.9267095,37.61286125
금천체육공원1화장실,126.9085638,37.46835911
고다이주유소화장실,126.9346797,37.51301737
월곡전화국,127.0359388,37.60311925
대진주유소화장실,127.0677081,37.58439057
성북전화국,127.0205049,37.58091005
대성9주유소화장실,126.9448389,37.51359665
동원주유소화장실,127.0422604,37.4815022
불광제1동주민센터,126.9321231,37.61034726
성내천무인자동화장실,127.1362899,37.50758148
대조치안센터,126.9290061,37.61114015
방화역무인자동화장실,126.8126577,37.57791019
불광3치안센터,126.9202505,37.62453215
성북구보건소,127.039555,37.6026741
한남동주민센터,127.0004911,37.53452596
양천주유소화장실,126.8710366,37.51072581
용문동주민센터,126.9575878,37.53893059
질병관리본부,126.9325275,37.60899636
신사주유소화장실,127.024216,37.51772341
황학동무인자동화장실,127.0195206,37.56846311
시립서북병원,126.9051179,37.60422656
신오류주유소화장실,126.8394543,37.49440646
성동광진세무서,127.0627955,37.54840031
빅토리주유소화장실,126.830555,37.49161168
은평구보건소,126.9288362,37.6024905
미도주유소화장실,127.0215961,37.60113054
갈현제1동주민센터,126.9166717,37.62367767
수색치안센터,126.8949495,37.58197404
해담은다리무인자동화장실,126.9107285,37.58393541
구파발치안센터,126.9187444,37.63437072
신길6동자치센터,126.9098612,37.49937248
오천주유소화장실,127.0538241,37.51346716
서울지방병무청,126.9186609,37.50536482
양재주유소화장실,127.0396266,37.47815723
불광제2동주민센터,126.9272866,37.62647622
금정주유소화장실,127.0348768,37.47531572
청파동주민센터,126.9698279,37.54551774
강변주유소화장실,126.9458817,37.53471127
갈현제동주민센터,126.9158339,37.61858315
성원주유소화장실,127.0254067,37.50511706
신당2동주민센터,127.0082856,37.55431705
대치주유소화장실,127.0635784,37.50615249
상도1동공중화장실,126.9502304,37.50388574
구산치안센터,126.9111708,37.61151612
음앙제1동주민센터,126.9267805,37.60068449
보문주유소화장실,127.0229043,37.57789121
동부지구대,126.9265719,37.62142595
구로4동사무소옆화장실,126.8864324,37.48571526
연신지구대,126.9166362,37.62387649
개운산스포츠센터,127.0262891,37.59688067
동작주유소화장실,126.9566039,37.49343482
목제4동주민센터,126.8684058,37.53243023
서경주유소화장실,126.9083397,37.48794469
고척근린공원화장실,126.8518872,37.50595145
서대문세무서별관,126.9264162,37.60180595
시흥계곡공중화장실,126.9124545,37.4432491
역촌119소방파출소,126.9106693,37.60502144
동원가스충전소화장실,127.032671,37.6442804
수색소방소,126.892197,37.5840574
남부주유소화장실,127.0606833,37.48281925
논현동주유소화장실,127.0340832,37.51530346
녹번종합사회복지관,126.9318053,37.60269872
안양천한신아파트화장실,126.8892535,37.45915391
국립환경연구원,126.9323841,37.60958722
우일충전소화장실,127.0304037,37.6079293
서울노동부남부지터,126.8914297,37.52446373
신내가스충전소화장실,127.100937,37.613089
당산2동주민센터,126.9021123,37.53472186
중앙매디컬빌딩,126.8966838,37.58189336
청파주유소화장실,126.9699206,37.54752596
갈현소방차츨소,126.9195198,37.62712541
성정119안전센터,127.0582534,37.54902133
수색우체국,126.8965369,37.58175865
국립의료원무인자동화장실,127.0041095,37.56685728
대림2동사무소,126.8982834,37.49274525
조선일보무인자동화장실,126.9766503,37.56889197
동일주유소화장실,127.0204336,37.58288932
센트럴주유소화장실,127.0590719,37.50148091
종각제일은행무인자동화장실,126.9825395,37.57067026
은평구립도서관,126.9282975,37.6189285
한국보건사회연구원,126.9346147,37.6102939
안양천철산교화장실,126.8770512,37.47624082
한국여성개발원,126.9358658,37.61092546
식품의약안전청,126.9344645,37.60785502
대방공중화장실,126.9264385,37.51294444
태경주유소화장실,126.8407089,37.49500186
성수119안전센터,127.0606794,37.53718822
동선주유소화장실,126.8384739,37.49339019
은평구청,126.9290039,37.6027649
삼방주유소화장실,127.0231321,37.50377837
은평구시설관리공단,126.9126911,37.61304818
수서공영주차장무인자동화장실,127.100841,37.48731876
불광1치안센터,126.9329482,37.61831981
말죽거리주유소화장실,127.0406903,37.48517918
녹번동주민센터,126.9347619,37.60274789
아현시장무인자동화장실,126.9558458,37.55683852
역촌1치안센터,126.9179662,37.60444067
서교동걷고싶은거리무인자동화장실,126.9211215,37.55009483
대방주유소화장실,126.9229235,37.50584552
지하청소차고성북종합레포츠타운,127.0700094,37.61012849
사당동주유소화장실,126.9814345,37.48308761
성북구민여성회관,127.0087347,37.59587702
보국주유소화장실,126.9736081,37.48317717
성북구민체육관,127.0423171,37.60858251
상도동주유소화장실,126.9465171,37.50420168
인조잔디축구장,127.0410594,37.60825076
매일주유소화장실,126.9350686,37.50268027
월곡체육관,127.0436504,37.60874227
화신주유소화장실,126.9335521,37.5011694
소공동주민센터,126.9770348,37.56240038
신사제2동주민센터,126.9126685,37.59210819
OK주유소화장실,126.8813197,37.54608842
증산동주민센터,126.9070593,37.58431527
용산소방서,126.9715219,37.53406471
동교지점주유소화장실,126.9269041,37.55975281
"이촌1동주민센터,용산청소년수련관",126.9731381,37.52141721
중외주유소화장실,126.9396234,37.59539813
전쟁기념관,126.9788643,37.53719353
강동주유소화장실,127.1405074,37.54052492
영등포구시설관리공단,126.9222003,37.50585841
강일주유소화장실,127.146359,37.54055513
풍국주유소화장실,127.0156503,37.59274892
구산동주민센터,126.910337,37.61174296
삼우주유소화장실,127.0622482,37.56140209
삼망빌딩,126.9188598,37.62122276
오일패밀리주유소화장실,127.0691796,37.56040537
파인빌딩,126.9215333,37.59886453
선진주유소화장실,127.0396496,37.49639102
AGM빌딩,126.9311099,37.60100946
녹번주유소화장실,126.9363321,37.60057737
청자고시원,126.9282561,37.62371743
경인주유소화장실,126.9253475,37.60409902
용산버스주유소화장실,126.9610579,37.53230363
유림빌딩,126.9354216,37.60256711
한남동주유소화장실,127.0061098,37.53467743
역촌제일프라자,126.9102427,37.60538412
한양주유소화장실,127.0341713,37.52879915
금현빌딩,126.9150669,37.60562387
구립신내청소년독서실,127.0999774,37.60128831
가락로주유소화장실,127.1017147,37.49945368
구립망우청소년독서실,127.0987651,37.59556862
풍기주유소화장실,126.9627099,37.53553953
전자랜드녹번점,126.9352943,37.60370555
신태성주유소화장실,126.9592991,37.5346659
(주)신한방갈현동발당,126.917119,37.61323345
한양주유소화장실,126.8414102,37.51190158
대농제2주유소화장실,127.0823648,37.5814265
방죽주유소화장실,127.1069482,37.47496794
해태빌리지,126.9169528,37.59904806
오일파크주유소화장실,127.0602157,37.45741086
용진빌딩,127.0341532,37.59873503
강남주유소화장실,127.0018284,37.50459146
삼정인터버(주),126.9152172,37.6068189
새서울주유소화장실,127.0265749,37.52577537
두성주상복합아파트,126.9058074,37.6047742
교보빌딩,126.9201068,37.61985785
신내동주유소화장실,127.1009249,37.61413434
연신내진원와이타운,126.9202122,37.61914678
대영주유소화장실,126.9083258,37.4952397
세종로파출소,126.9762134,37.56899355
동신주유소화장실,126.903496,37.48594864
이화빌딩,126.9287136,37.60180509
동방제2주유소화장실,126.9540724,37.53041543
태림빌딩,126.9330448,37.60632773
예청아파트,126.9163826,37.60104287
합정동사거리무인자동화장실,126.9137626,37.54967506
참사랑병원,126.9164746,37.59983028
태봉주유소화장실,127.0281919,37.46822783
삼정빌딩,126.9155147,37.60854604
카젠주유소화장실,127.0263489,37.51949045
기린빌딩,126.9219971,37.60617051
눌뫼공중화장실,126.9244264,37.58725778
효성빌딩,126.9185965,37.60360478
홍제동소공원무인자동화장실,126.9363086,37.58781405
소월길주유소화장실,126.977704,37.55444421
킴스클럽&2001아울렛,126.9270897,37.61124328
신목동주유소화장실,126.8710695,37.51953658
갈천빌딩,126.9172179,37.61430687
서울주유소화장실,126.847784,37.51050651
퇴계로5가우체국,127.001652,37.56272693
모드니주유소화장실,126.9007442,37.51470552
남전빌딩,126.9227228,37.60181282
남경주유소화장실,126.9933324,37.52223369
세화주유소화장실,126.9101135,37.50454424
서울중앙우체국,126.982109,37.5614844
충무지구대,126.9915839,37.56085727
가로공원주유소화장실,126.8343226,37.53698169
역촌동주유소화장실,126.9157829,37.60517882
연세빌딩,127.010438,37.59004979
은평주유소화장실,126.929316,37.60121262
박석고개주유소화장실,126.9194269,37.62737908
경일주유소화장실,126.91604,37.52806118
대원빌딩,126.9334082,37.60703596
평암빌딩B,126.9282865,37.60185769
제주본가,126.9169722,37.62002664
청계로주유소화장실,127.0274383,37.57014742
유진빌딩,126.9184287,37.62162107
유니온빌딩,126.920031,37.61821447
남산주유소화장실,127.0007731,37.5374861
상원빌딩,126.9165122,37.61134382
삼성종합브러쉬,127.0112391,37.59045367
삼성주유소화장실,126.9130171,37.59017188
서연빌딩,126.9198212,37.62035015
한인주유소화장실,127.0718991,37.59259804
광장주유소화장실,126.9162941,37.52757125
서울도시가스강북지점,126.9318775,37.6073477
여의도제2주유소화장실,126.9275385,37.51775688
특종주유소화장실,126.9710623,37.6067343
오리온타워,126.9203885,37.62069274
혜화주유소화장실,127.0010225,37.58610745
용마로주유소화장실,127.0921062,37.5798842
면목동주유소화장실,127.0954727,37.58764843
경산빌딩,126.9194226,37.62317969
묵동주유소화장실,127.0785809,37.60779046
창동리더스빌딩,127.0415238,37.65880039
대양주유소화장실,127.0849656,37.59264746
천주교회도봉1동성당,127.044961,37.68707642
메디칼빌딩,126.9181491,37.61102539
영동주유소화장실,126.9605388,37.5398362
삼성타운아파트,126.9219161,37.60916265
신반포주유소화장실,126.994828,37.49834363
동궁빌딩,127.0221643,37.6025748
한독주유소화장실,126.9909788,37.49254431
홈플러스데스코(주)방학점,127.0435665,37.66475181
현대화타운,126.9096132,37.6052095
세종빌딩,126.9228841,37.61942381
북악주유소화장실,126.974866,37.60982477
남재빌딩,126.9249835,37.6204111
세검정주유소화장실,126.9698929,37.60697013
매트로,126.9216226,37.6195477
압구정주유소화장실,127.0337235,37.52535164
이마트은평,126.9200154,37.60038854
대청주유소화장실,127.0842836,37.49488582
제일쇼핑,126.9289289,37.61037315
한남주유소화장실,127.0061435,37.53608539
강남그린주유소화장실,127.0364729,37.50780156
삼성한의원,126.9220507,37.60775139
갈월동주유소화장실,126.9721881,37.54698163
매봉주유소화장실,127.0458751,37.49485606
명성학원,126.9315178,37.60091625
흥국주유소화장실,127.0028979,37.54600005
주연빌딩,126.9300779,37.61080573
대성주유소화장실,126.9353253,37.60401717
대호프라자아파트,126.9328309,37.61463362
서부예식장,126.9231664,37.60085949
일원주유소화장실,127.0878564,37.49103011
장원주유소화장실,127.0092826,37.55598198
참솔빌딩,126.9261749,37.60865962
남부주유소화장실,126.9043977,37.51540044
연세노블병원,126.9244556,37.60408956
서호주유소화장실,126.8268661,37.53862664
정운빌딩,126.917042,37.61980333
신정주유소화장실,126.8575884,37.52137734
미성프라자,126.9177502,37.61764086
삼우프라자,126.895877,37.58311933
신당주유소화장실,127.0164741,37.56454327
국민은행,126.8968155,37.58164025
대성프라자,127.0575141,37.61074765
마트주유소화장실,126.9214431,37.60055441
동우빌딩,126.9203954,37.61957916
대영주유소화장실,126.9041521,37.52542291
해명빌딩,126.9258633,37.60255838
당산주유소화장실,126.9053911,37.53144305
삼성증권,126.9227428,37.61814082
뉴타운주유소화장실,126.9207489,37.60927161
범서쇼핑센터,126.9211729,37.61923087
연서주유소화장실,126.9197298,37.61713897
역전주유소화장실,126.97453,37.55699259
불광동라비앙프라자,126.9321508,37.61219954
만리주유소화장실,126.9635631,37.55268402
기지주유소화장실,127.1019762,37.61462143
중화동우체국,127.0800159,37.60054249
동남석유주유소화장실,127.0922475,37.50352725
면목우체국,127.0888619,37.5825913
중랑교주유소화장실,127.0779307,37.59466338
회원빌딩,126.9199305,37.61976211
중화주유소화장실,127.0790782,37.60175755
인락빌딩,126.9196682,37.61900015
타워클리닉,126.921921,37.61933983
불광주유소화장실,126.9279183,37.62321757
청진치안센터,126.9790579,37.57259684
미림주유소화장실,126.920023,37.50025123
중구파출소,126.9821081,37.55765883
대방주유소화장실,126.920323,37.5008611
태극당빌딩,127.018435,37.59347919
신길주유소화장실,126.9087338,37.49903078
한진빌딩,127.0510358,37.61547809
버드나룻길주유소화장실,126.9079062,37.52810219
중림파출소,126.9671217,37.55787272
신일주유소화장실,126.8988771,37.50169635
플라망스타워,127.0182306,37.59327975
응암주유소화장실,126.9193601,37.5967268
을지지구대,127.0048173,37.55877763
대지주유소화장실,126.8947032,37.52174532
태평로지구대,126.9800075,37.56800607
무궁화주유소화장실,126.9159439,37.58669228
화성빌딩,127.0205597,37.58376983
다희주유소화장실,126.9145502,37.59560386
화랑빌딩,127.0607219,37.61244229
성북문화회관,127.0243006,37.60503751
본동공중화장실,126.9544141,37.50829973
(주)세일교육,127.0267681,37.6033702
선일빌딩,127.0276164,37.60672062
장석주유소화장실,127.0559192,37.61224279
장위쇼핑,127.0507904,37.61307742
원천주유소화장실,127.0527668,37.61486749
삼주빌딩,127.0299236,37.6102745
장삼주유소화장실,127.0603091,37.61355946
중랑우체국,127.0826422,37.59593487
방이주유소화장실,127.1209248,37.51062589
신내1치안센터,127.0993873,37.60756818
신당5파출소,127.0216534,37.56342064
신대림주유소화장실,126.8994801,37.4888067
중구구민복지회관,127.0223079,37.56550049
강서주유소화장실,126.9082762,37.50997365
신당119안전센터,127.0096436,37.5528947
한일주유소화장실,126.8899395,37.51695532
증산주유소화장실,126.907617,37.58236862
인광주유소화장실,127.1090211,37.50264023
면목5동주민센터,127.0794565,37.58571683
잠실주유소화장실,127.1066324,37.50643668
서주티앤씨(주),127.0346592,37.60317956
고려주유소화장실,127.0360352,37.59197359
영광빌딩,127.019838,37.58398463
백제빌딩,127.0171987,37.58726678
대방동참새공원화장실,126.9219398,37.49804153
삼창빌딩,127.0278242,37.61245044
약수지구대,127.0123796,37.5521356
삼양식품빌딩,127.0342846,37.60770329
자하문주유소화장실,126.9643647,37.59626868
에스케이브로드밴드,127.0181726,37.59042105
흥인동우체국,127.0158959,37.56563991
신사제일주유소화장실,126.9141182,37.59407642
에이스빌딩,127.0214133,37.5807849
흥일주유소화장실,126.9095611,37.59589821
우리은행체육관,127.0514552,37.61626332
사직주유소화장실,126.9667136,37.57451809
국민은행(종암동지점),127.0365377,37.59397168
신신월주유소화장실,126.8440661,37.52003157
중화치안센터,127.0798208,37.60117498
삼전주유소화장실,127.0890679,37.50440059
삼정주유소화장실,127.0943021,37.50228364
망우1동우체국,127.1016333,37.60040043
희보주유소화장실,127.0973831,37.50332748
묵동우체국,127.0774574,37.61035556
모아방빌딩,127.0038706,37.60806617
삼풍주유소화장실,127.0121627,37.49918579
보문동통광빌딩,127.0209822,37.58281771
팔레스주유소화장실,126.9993007,37.50013841
대림빌딩,127.0174737,37.58019072
퇴계로5가우체국,126.9714105,37.55756231
매봉주유소화장실,126.9183541,37.51305771
봉화지구대,127.0955459,37.61478102
미화주유소화장실,127.132448,37.48582173
윈윈주유소화장실,126.8995663,37.5023074
남대문파출소,126.9763865,37.55902027
중학동주유소화장실,126.9794586,37.57543326
로만플라자,127.0356968,37.61082033
평창주유소화장실,126.9745465,37.60969895
양지화학(주),127.0578957,37.60704497
삼융주유소화장실,126.8912569,37.58390386
하이마트 종암점,127.0358169,37.59310095
우성주유소화장실,126.9191201,37.49782151
동진빌딩,127.0370356,37.60348156
하나주유소화장실,126.9052972,37.49902324
남대문2가파출소,126.9761239,37.55713604
대림동주유소화장실,126.8975437,37.50127396
명동파출소,126.9839893,37.56361271
동천주유소화장실,127.0802584,37.58885551
현대백화점미아점,127.0287508,37.60834471
돈화문주유소화장실,126.9907414,37.57724914
화성주유소화장실,127.0155988,37.56399454
수색마트,126.8958564,37.58229172
삼성전자디지털센터,126.9282032,37.6131484
서오릉주유소화장실,126.9060023,37.61808744
은평중앙교회,126.9278506,37.61386772
명성빌딩,127.0119047,37.60468958
신동방주유소화장실,127.0381076,37.6133756
백양주유소화장실,127.139069,37.50693066
면목119안전센터,127.0799137,37.57284665
훼미리주유소화장실,126.830993,37.53112422
무학치안센터,127.0142274,37.56225199
종호실업(주),127.0602132,37.60930126
유진주유소화장실,127.1384887,37.50455647
충무로119안전센터,126.9929408,37.5621766
우방주유소화장실,127.1381555,37.50396477
(주)윈도어패럴,127.035175,37.60642849
에스지주유소화장실,126.9127903,37.58941625
제일은행,127.0161084,37.59226345
북악주유소화장실,127.0085841,37.60544532
천미빌딩,127.0558381,37.61674019
원천제1주유소화장실,127.0099766,37.60923002
보라주유소화장실,126.9227948,37.51346712
묵1동주민센터,127.078496,37.61240376
에어포트주유소화장실,126.8060579,37.56624835
개나리주유소화장실,126.8329423,37.52834642
서울역지구대,126.9717009,37.55679235
남부주유소화장실,126.8388369,37.51938578
타이거주유소화장실,126.9020117,37.5784727
홀리데아인성북,127.0332162,37.60095608
재동주유소화장실,126.985954,37.57648369
동양주유소화장실,126.8267163,37.4909647
교남동사무소,126.9619529,37.57098136
삼한주유소화장실,126.8240206,37.49292628
상봉1동주민센터,127.0871867,37.59985726
신화곡주유소화장실,126.8428238,37.52721597
평창동주민센터,126.9683779,37.60639222
을지로3가치안센터,126.9928834,37.56618539
삼화주유소화장실,127.0810067,37.50663859
신당지구대,127.0133999,37.56526111
고대주유소화장실,127.0366625,37.59169006
동우빌딩,127.0563618,37.61018788
사자암공중화장실,126.9369933,37.49244281
연우빌딩,127.0180361,37.58989178
사당5동공중화장실,126.9637349,37.48190578
하나은행,126.9961909,37.59402988
정릉주유소화장실,127.0099116,37.60775137
삼청각,126.9841728,37.59722243
경덕주유소화장실,126.9198238,37.49835386
국민은행보문동지점,127.0233174,37.57882611
영원빌딩,127.0359246,37.60591688
삼표수색주유소화장실,126.901343,37.57907765
금강빌딩,127.0340864,37.60094374
부흥빌딩,127.0121698,37.5916321
서부주유소화장실,126.9177178,37.59073105
신길동주유소화장실,126.9169747,37.51529817
을지로4가우체국,126.9951871,37.56618498
SK석촌주유소화장실,127.0974132,37.50270098
더브러마트,127.0243737,37.66065521
우림주유소화장실,127.0993106,37.5947287
효성주유소화장실,127.0353271,37.60315313
장안웨딩프라자,127.02938,37.60927037
숭인동119안전센터,127.0216444,37.57779216
제삼주유소화장실,127.0245271,37.57958863
면목3.8동주민센터,127.0951682,37.58695728
송봉주유소화장실,127.1103101,37.51079973
망우119안전센터,127.1006047,37.59778664
치수빌딩,127.0238656,37.6060837
삼미영등포주유소화장실,126.8907505,37.5241002
면목7동우체국,127.0830513,37.57964762
세명주유소화장실,127.0970692,37.49925297
은혜빌딩,127.0345174,37.5953148
비원주유소화장실,126.9897378,37.5770974
성모수녀원,127.0008069,37.61266374
통일주유소화장실,126.92044,37.62535292
동인빌딩,127.0226054,37.57994438
수색제일주유소화장실,126.8977686,37.58105174
명지타워별관,126.8984827,37.49363482
서울대주유소화장실,126.9532198,37.47462091
미래산업빌딩,126.8987041,37.49377441
현대뉴스타오피스텔,126.9078968,37.52782522
우창프라자개방화장실,127.0537753,37.56651064
신동인오피스텔,126.9083449,37.52604488
답십리침례교회개방화장실,127.0576679,37.5679133
삼성물산센터/제일모직,126.8866122,37.47504832
관악로주유소화장실,126.9580611,37.4872506
대덕빌딩,126.8978227,37.49126462
남현주유소화장실,126.9725246,37.47560145
예전주유소화장실,127.0113491,37.48337897
용산2가동주민센터,126.9855791,37.54604578
전당앞주유소화장실,127.0121101,37.48056457
무림아파트,126.9033644,37.48751671
진영주유소화장실,126.9194736,37.48243947
메이필드주유소화장실,126.8207306,37.54623383
대림동웨딩홀,126.9035747,37.48658189
관악주유소화장실,126.9149819,37.48164361
삼정주유소화장실,127.1299105,37.5269331
유상빌딩,126.9030418,37.53470309
영일제1주유소화장실,126.851947,37.52310295
원효로제2동주민센터,126.9515635,37.53431405
경인주유소화장실,126.8536689,37.52816963
안국동우체국,126.9847685,37.57648376
대원빌딩,126.901861,37.53452837
성내주유소화장실,127.1218845,37.53322384
동화빌딩,126.9025268,37.53519925
대한지적공사,126.9275293,37.51942867
면목3동치안센터,127.0841694,37.58319354
가락동주유소화장실,127.1176573,37.49252684
면목8동치안센터,127.0947871,37.58487208
삼성생명빌딩,126.9084414,37.49196426
대공원주유소화장실,126.982152,37.47293946
기업은행개방화장실,127.0487845,37.57042338
진성빌딩,126.9084537,37.52799956
경원빌딩개방화장실,127.052096,37.56778315
한강진환승주차장,127.0024443,37.53949631
한마음주유소화장실,127.0218857,37.48635921
왕십리주유소화장실,127.0420132,37.56358775
창신3동주민센터,127.0151438,37.57789138
새로나주유소화장실,127.0237598,37.5701337
동선빌딩,126.9010357,37.52146282
BR빌딩개방화장실,127.0254011,37.60208382
코오롱 스타폴리스,126.9028348,37.52734764
신봉천주유소화장실,126.9583894,37.47881822
대림빌딩,126.8993345,37.4942041
삼진주유소화장실,126.9385351,37.48346549
해화동우체국,127.0007335,37.58587879
덕마주유소화장실,127.0448483,37.54909746
필드클럽빌딩,126.9026374,37.53575876
선사주유소화장실,127.1347079,37.55460172
고암빌딩,126.9024028,37.53597058
제3대지주유소화장실,127.0797257,37.59097932
월드프라자,127.0492847,37.65292752
호산상가,126.9256321,37.59946413
SK구로주유소화장실,126.8722086,37.4936527
화창기공(주),126.8325872,37.49292206
대농주유소화장실,126.8498875,37.52546951
원효제1동 주민센터,126.9658795,37.53879798
금강주유소화장실,126.8649251,37.52273454
효창동주민센터,126.9613559,37.54165703
시티팔레스개방화장실,127.0506041,37.5691036
대림2동주차장,126.8996313,37.49153594
선유도공원입구무인자동화장실,126.894443,37.54157786
신사2차인센티,126.9054093,37.59176463
홍은2동중앙공원무인자동화장실,126.9474028,37.59864992
서울주유소화장실,127.1363888,37.49318921
중화소방파출소,127.0793237,37.60050008
거석주유소화장실,127.1402652,37.49546195
암사주유소화장실,127.1264767,37.54829326
타워오피스텔,126.8995173,37.49430636
문성골주유소화장실,126.9144003,37.47777777
진관동주민센터,126.9189077,37.63849375
목동주유소화장실,126.8755645,37.532122
강서열린주유소화장실,126.8631104,37.54869156
회현동주민센터,126.9793746,37.55728538
등촌주유소화장실,126.862563,37.54676418
광평빌딩개방화장실,127.0602611,37.5624178
서울시의사회,126.9086925,37.528016
경남관광호텔개방화장실,127.0710519,37.57019733
성명프라자개방화장실,127.0356057,37.61153145
래도,126.8974111,37.52644257
제일빌딩개방화장실,127.036458,37.60636682
동일테크노타운,126.897953,37.48248044
미아주유소화장실,127.0289906,37.62006037
서원주유소화장실,127.1246724,37.49577666
면목2치안센터,127.0762561,37.58966141
동해주유소화장실,127.1280732,37.50141064
중랑소방서,127.0947542,37.61544058
정오빌딩,126.9048661,37.53272296
코알라주유소화장실,127.1211356,37.53105124
당산동대정프라자,126.9044882,37.53288479
동우빌딩개방화장실,127.0667513,37.56622173
신광빌딩,126.9081213,37.52883977
경준주유소화장실,126.863283,37.54270289
수색동주민센터,126.897553,37.58414581
양천구주유소화장실,126.8655646,37.53026934
서울대역주유소화장실,126.9478851,37.48154579
THE PARK 365,126.8931538,37.52645311
거산프라자개방화장실,127.0367168,37.59213976
당산동천주교회,126.8980552,37.52489399
새마을회관개방화장실,127.0622628,37.56213812
강변한솔그리치아,126.9076027,37.53098518
삼성생명빌딩개방화장실,127.063768,37.56195913
한미주유소화장실,127.1238241,37.52921989
(주)기도산업,126.8515306,37.55674731
응암4치안센터,126.9174366,37.58597248
서대문역무인자동화장실,126.9662341,37.56587222
신사1차치안센터,126.911007,37.5978966
강변삼성래미안아파트,126.9080225,37.53007044
대흥빌딩개방화장실,127.0722169,37.57445328
